id,best_item,ratings,num_of_specs,num_of_tags,num_of_users,avg_usage_time,num_of_reviews,sum_of_recommend,avg_review_len
265120,0,0,6,6,300,120.0900,1,1,58.0000
265170,0,3,4,7,77,180.6623,0,0,0.0000
265240,0,-2,4,3,60,18.5667,0,0,0.0000
265300,0,0,5,19,614,442.6710,8,-2,291.0000
265330,0,2,3,6,145,56.5517,1,1,13.0000
265380,0,2,4,10,182,51.6648,0,0,0.0000
265550,1,0,9,20,1107,701.0578,21,7,442.7143
265590,0,2,11,20,417,186.8561,0,0,0.0000
265610,1,4,4,20,208,1595.7019,9,9,143.3333
265630,1,3,10,20,10588,247.6931,130,114,109.1154
265670,0,-2,8,3,128,63.3203,0,0,0.0000
265690,0,3,1,18,150,42.3533,1,1,116.0000
265750,0,2,6,11,163,99.4601,5,3,295.0000
265770,0,-2,3,12,703,7.2219,5,-5,216.8000
265790,0,1,5,5,91,96.6374,0,0,0.0000
265810,0,0,4,9,81,604.9630,3,1,65.0000
265830,0,2,5,10,53,111.8491,0,0,0.0000
265870,0,2,3,11,158,132.9051,1,-1,367.0000
265890,0,4,2,13,495,101.0848,4,4,146.5000
265930,1,3,9,20,9337,404.0633,281,227,164.7865
265950,0,2,4,12,138,71.5725,0,0,0.0000
265970,0,0,6,9,19,975.4211,0,0,0.0000
265990,0,0,3,6,55,273.4727,0,0,0.0000
266010,0,4,4,12,880,243.0295,18,18,205.8889
266030,0,0,2,6,225,74.3156,0,0,0.0000
266050,0,0,4,11,120,128.6667,0,0,0.0000
266070,0,0,2,11,575,145.0557,6,2,229.0000
266090,0,-2,1,5,38,20.0526,0,0,0.0000
266110,0,3,5,16,672,138.0417,4,4,135.7500
266130,0,3,6,13,572,191.4353,4,4,96.7500
266150,0,0,3,9,667,224.1409,2,0,150.5000
266170,0,0,2,15,211,121.0521,0,0,0.0000
266190,0,-2,4,20,8,165.2500,0,0,0.0000
266210,0,3,5,20,947,243.9873,6,4,79.0000
266230,0,3,6,9,87,492.2989,0,0,0.0000
266250,0,3,7,8,46,76.4348,0,0,0.0000
266310,0,2,3,20,363,95.6061,0,0,0.0000
266330,0,0,7,7,232,51.9871,0,0,0.0000
266370,0,0,7,6,43,7.1163,1,-1,186.0000
266390,0,3,2,7,88,236.6705,2,2,220.0000
266410,0,2,8,10,42,1676.2619,1,1,200.0000
266430,1,0,8,20,2871,144.0784,18,6,214.8889
266470,0,0,9,6,5,28.8000,0,0,0.0000
266490,0,3,6,10,146,108.6507,1,1,584.0000
266510,1,3,6,17,892,292.8935,9,9,171.1111
266590,0,0,4,5,277,0.0036,1,1,209.0000
266940,0,3,2,6,38,115.3421,0,0,0.0000
266980,0,0,1,3,14,0.0000,0,0,0.0000
267060,0,2,3,4,220,81.3955,0,0,0.0000
267220,0,0,1,9,10,17.7000,0,0,0.0000
267340,0,2,4,6,216,73.3843,1,-1,157.0000
267360,0,3,3,10,117,60.6239,0,0,0.0000
267490,0,0,5,10,943,41.8250,1,-1,61.0000
267530,0,3,5,20,750,481.9347,6,6,111.0000
267600,0,-4,2,4,272,138.8199,6,0,191.8333
267610,0,-2,3,1,253,23.6245,4,-2,411.5000
267670,0,0,2,6,96,78.6771,0,0,0.0000
267730,0,-2,5,7,30,169.4333,0,0,0.0000
267750,0,0,5,12,400,143.4225,1,1,171.0000
267900,0,0,5,9,112,79.8304,0,0,0.0000
267920,0,2,4,6,409,96.5917,0,0,0.0000
267940,0,-2,1,2,429,0.6154,3,-3,55.6667
267960,0,-2,1,5,424,3.1462,0,0,0.0000
267980,0,3,3,6,575,82.0783,0,0,0.0000
268050,0,2,6,20,751,407.9441,9,5,421.4444
268130,0,3,3,16,5,137.0000,0,0,0.0000
268200,0,0,7,9,112,243.8839,0,0,0.0000
268220,0,3,10,9,161,160.9317,2,2,126.5000
268260,0,0,5,3,12,57.9167,1,1,837.0000
268320,0,3,4,4,85,154.2824,1,1,654.0000
268340,0,1,5,4,9,161.2222,0,0,0.0000
268360,0,2,9,5,81,30.4815,0,0,0.0000
268400,1,3,5,15,36,1782.2500,1,1,312.0000
268420,0,2,2,20,3828,757.3715,25,19,151.4400
268500,1,3,7,20,2036,2482.3315,38,36,290.6579
268520,0,-2,6,3,54,3.2778,0,0,0.0000
268540,0,2,5,9,440,58.2659,0,0,0.0000
268650,1,3,4,20,741,1826.0324,10,10,342.7000
268710,0,0,1,4,5,7.6000,0,0,0.0000
268750,1,3,2,20,1942,643.3424,42,38,237.8095
268810,0,2,3,8,88,131.5114,0,0,0.0000
268850,0,2,2,3,1157,1774.0977,1,1,304.0000
268870,0,2,12,20,534,214.9232,1,1,244.0000
268890,1,0,2,5,7,9381.5714,0,0,0.0000
268930,0,0,3,7,5,421.4000,0,0,0.0000
268970,0,0,4,6,6,36.5000,1,1,368.0000
269010,0,2,2,9,55,194.2000,0,0,0.0000
269030,0,3,4,13,236,123.5508,3,1,109.0000
269050,0,3,2,15,335,20.4955,7,7,87.1429
269110,0,2,6,11,234,168.7094,0,0,0.0000
269150,0,3,4,7,112,5.9375,0,0,0.0000
269170,0,3,10,10,48,77.7917,2,2,223.5000
269210,1,3,13,20,2501,437.0288,24,10,253.2500
269230,0,3,3,11,213,37.7324,0,0,0.0000
269250,0,3,2,7,185,125.9405,2,2,317.5000
269270,0,3,6,11,179,100.3184,4,4,149.2500
269290,0,0,1,3,68,1385.4706,3,1,130.0000
269310,0,0,4,17,89,545.3034,2,2,662.0000
269330,0,3,4,7,72,117.7361,1,1,3912.0000
269350,0,0,3,8,180,6.7500,2,0,53.5000
269430,0,-2,5,1,12,315.6667,0,0,0.0000
269470,1,0,2,3,30,2148.5000,0,0,0.0000
269490,0,3,6,12,353,144.6827,2,2,371.0000
269530,0,0,5,9,14,146.5000,0,0,0.0000
269550,0,0,0,3,8,4.3750,0,0,0.0000
269570,0,3,1,4,127,61.7323,1,1,442.0000
269590,0,0,1,5,72,33.6528,0,0,0.0000
269610,0,0,1,8,91,42.4396,0,0,0.0000
269670,0,3,8,13,184,109.8152,0,0,0.0000
269690,0,2,4,10,26,140.4615,0,0,0.0000
269710,0,1,11,6,3,156.0000,0,0,0.0000
269770,1,3,7,20,300,763.7700,4,4,518.2500
269790,0,2,5,15,154,156.9026,1,1,26.0000
269810,0,0,2,10,84,20.0714,1,-1,78.0000
269890,0,0,3,20,250,75.2760,0,0,0.0000
269990,0,2,1,5,73,72.3288,0,0,0.0000
270010,0,3,8,18,51,162.4706,0,0,0.0000
270030,0,1,6,6,4,11.0000,0,0,0.0000
270050,0,2,7,12,250,153.2720,0,0,0.0000
270070,0,0,2,5,2,0.0000,0,0,0.0000
270090,0,0,2,13,251,79.3984,2,0,68.5000
270110,0,0,3,13,60,49.5333,0,0,0.0000
270130,0,3,9,13,42,69.8333,1,1,53.0000
270150,1,3,9,20,709,547.8632,11,7,205.8182
270170,0,0,2,16,1054,27.6442,18,8,357.1111
270190,0,0,3,5,41,221.6341,0,0,0.0000
270210,1,3,5,19,299,270.9331,8,8,250.0000
270230,0,2,2,8,1,36.0000,0,0,0.0000
270270,0,2,5,20,45,139.1111,1,-1,363.0000
270310,0,3,3,9,72,49.0556,0,0,0.0000
270330,0,-2,5,3,67,105.7463,0,0,0.0000
270370,1,4,5,16,1095,230.5087,11,9,605.0909
270430,0,-1,2,6,3,6.0000,0,0,0.0000
270450,1,3,12,20,1236,150.8730,11,9,290.6364
270490,0,3,4,7,144,78.5694,3,3,471.3333
270510,0,2,6,6,19,82.0526,1,1,265.0000
270550,1,3,9,20,2387,103.8969,53,43,171.3019
270570,0,2,3,7,630,38.2556,2,2,84.0000
270590,0,0,2,5,32,7.3750,0,0,0.0000
270630,0,3,4,11,179,129.3855,2,2,130.0000
270750,0,1,2,7,97,82.0412,0,0,0.0000
270760,0,1,2,7,94,84.8936,0,0,0.0000
270770,0,-2,2,11,202,0.6980,0,0,0.0000
270790,0,3,2,15,208,18.9327,0,0,0.0000
270810,0,3,3,9,41,81.2195,0,0,0.0000
270880,1,3,6,20,446,1582.3969,16,16,220.3750
270910,0,0,7,7,33,140.6970,0,0,0.0000
270942,0,0,6,5,32,0.0000,1,1,503.0000
270950,0,2,6,4,44,175.4318,0,0,0.0000
271240,0,2,13,20,349,468.0430,5,3,88.4000
271360,0,3,3,4,60,78.7833,1,1,1145.0000
271370,0,0,1,4,37,48.2432,0,0,0.0000
271500,0,-2,1,5,237,18.3882,2,2,281.5000
271520,0,2,7,10,106,0.0189,2,2,33.0000
271550,0,3,3,3,108,82.2778,0,0,0.0000
271570,0,3,7,9,486,87.9424,2,2,45.5000
271590,1,0,4,20,8532,6901.8145,326,218,194.6656
271640,0,0,4,8,455,90.0308,1,-1,6.0000
271670,0,3,6,10,265,92.7736,0,0,0.0000
271730,0,0,3,6,192,65.6927,0,0,0.0000
271760,0,2,5,4,5,339.8000,0,0,0.0000
271820,0,3,3,13,356,112.3343,0,0,0.0000
271860,0,0,2,4,544,92.9614,1,1,558.0000
271900,0,3,2,10,390,197.9410,2,2,88.0000
271920,0,3,3,6,151,42.0000,0,0,0.0000
271990,0,2,4,12,25,131.4400,0,0,0.0000
272010,0,2,2,10,249,19.1687,0,0,0.0000
272040,0,4,1,9,300,34.9100,0,0,0.0000
272060,0,2,1,17,910,10.5824,7,7,349.4286
272270,0,0,4,20,32,111.3125,0,0,0.0000
272300,0,-2,0,1,3,23.3333,0,0,0.0000
272330,0,3,8,5,29,123.0690,0,0,0.0000
272470,0,0,9,19,858,156.0291,0,0,0.0000
272510,1,3,6,20,701,782.3795,11,11,558.0000
272600,0,3,3,12,84,115.7857,3,3,382.0000
272890,0,0,6,10,1305,19.8230,5,3,202.0000
272920,0,0,6,2,1,0.0000,0,0,0.0000
272990,0,3,3,2,149,1.8859,0,0,0.0000
273030,0,-3,5,3,8,19.7500,0,0,0.0000
273070,0,2,4,11,261,241.4866,1,1,108.0000
273110,1,0,8,20,8108,184.7763,58,-2,175.0690
273240,0,0,5,20,40,401.4000,0,0,0.0000
273350,1,0,6,20,8610,508.1409,100,54,318.7100
273500,0,3,16,15,158,105.4684,1,1,82.0000
273570,0,3,2,16,56,53.7857,0,0,0.0000
273580,0,3,2,13,24,71.8333,0,0,0.0000
273590,0,0,2,6,29,25.3448,0,0,0.0000
273600,0,2,3,7,38,35.4474,0,0,0.0000
273620,0,2,2,9,59,87.0678,0,0,0.0000
273740,0,-1,3,1,18,0.5556,0,0,0.0000
273750,0,0,3,4,14,137.5000,0,0,0.0000
273760,0,-3,1,3,206,15.0194,0,0,0.0000
273770,0,-3,2,5,160,83.4750,2,-2,133.0000
273800,0,-1,4,1,2,7.0000,0,0,0.0000
273820,0,-1,2,2,140,6.8429,0,0,0.0000
273830,0,-1,5,3,27,89.9630,0,0,0.0000
273840,1,3,3,5,31,1972.2581,1,1,67.0000
273850,0,-2,3,1,34,0.2941,0,0,0.0000
273860,0,-2,3,1,30,1.2667,0,0,0.0000
273940,0,-2,1,4,202,64.2475,2,-2,274.0000
273960,0,-2,3,7,16,133.1250,0,0,0.0000
274010,0,0,2,2,9,93.5556,0,0,0.0000
274130,0,0,6,15,15,150.4667,0,0,0.0000
274170,1,3,6,20,1161,673.7571,21,19,224.2857
274190,1,4,6,20,2681,720.4028,81,75,147.1235
274230,0,2,3,14,347,166.2594,3,-1,198.0000
274250,0,3,5,10,666,57.8348,4,0,208.2500
274270,0,3,3,15,528,130.5303,3,3,154.6667
274290,0,2,4,20,790,128.2456,7,5,349.5714
274310,1,3,5,17,1550,119.6684,7,7,427.0000
274350,0,4,1,14,382,27.5497,1,1,72.0000
274480,0,3,6,11,21,451.6667,0,0,0.0000
274500,0,4,5,15,24,241.5000,2,2,904.0000
274560,0,2,9,20,804,80.6530,1,-1,11.0000
274620,0,0,9,11,282,47.9539,1,-1,1334.0000
274700,0,3,4,5,14,81.5000,0,0,0.0000
274880,0,2,6,4,82,17.0732,0,0,0.0000
274900,1,3,11,20,1529,119.0628,16,10,72.8125
274920,0,3,3,15,886,179.5181,13,9,152.7692
274940,1,3,14,20,2179,424.5929,59,53,268.3051
274980,0,2,6,6,356,53.9494,3,3,1764.6667
275060,0,-2,6,11,22,356.7273,0,0,0.0000
275080,0,0,2,4,198,112.6566,0,0,0.0000
275100,0,3,4,19,772,37.5376,3,1,122.3333
275180,0,3,5,16,148,188.6824,1,1,30.0000
275200,0,3,6,13,149,247.3960,5,5,305.4000
275290,0,3,2,11,39,389.4103,0,0,0.0000
275310,0,-1,1,3,8,0.0000,0,0,0.0000
275330,0,0,1,2,13,0.3846,0,0,0.0000
275350,0,3,2,4,32,333.2813,0,0,0.0000
275390,0,3,8,18,351,195.7379,1,1,195.0000
275470,0,2,5,6,461,129.2646,0,0,0.0000
275490,0,0,7,6,883,88.4689,6,-2,48.0000
275510,0,0,5,3,70,118.1857,1,1,204.0000
275530,0,2,4,9,141,150.4043,2,2,1162.0000
275570,0,3,1,8,310,86.3000,0,0,0.0000
275610,0,0,7,11,211,84.8578,2,0,474.0000
275670,0,3,4,8,443,235.7246,1,1,897.0000
275810,0,1,1,5,17,100.4706,0,0,0.0000
275830,0,1,1,4,4,239.5000,0,0,0.0000
275850,1,-2,4,20,1726,1021.1553,181,-75,395.5359
276220,0,0,2,6,22,73.7727,0,0,0.0000
276240,0,0,2,4,15,1.3333,0,0,0.0000
276300,0,-2,2,6,13,0.0000,0,0,0.0000
276340,0,3,1,8,23,30.1304,2,2,42.0000
276360,0,0,2,5,16,4.8125,0,0,0.0000
276380,0,0,2,3,14,0.0000,0,0,0.0000
276430,0,0,2,3,17,22.8824,0,0,0.0000
276440,0,0,2,4,43,18.3256,0,0,0.0000
276460,0,0,2,2,5,0.2000,0,0,0.0000
276730,0,2,9,4,170,20.8882,0,0,0.0000
276750,0,0,2,3,2,505.5000,0,0,0.0000
276810,0,2,6,20,257,1020.7782,3,3,189.6667
276870,0,0,1,7,40,106.1750,0,0,0.0000
276890,0,3,4,6,233,84.4421,0,0,0.0000
277110,0,2,1,5,84,57.6190,0,0,0.0000
277270,0,0,1,5,91,44.6374,0,0,0.0000
277390,0,3,7,4,9,49.4444,1,1,72.0000
277430,1,3,6,20,1468,109.8202,19,17,481.9474
277450,0,2,2,6,212,83.5802,1,1,99.0000
277460,0,2,2,6,163,24.6196,3,3,659.3333
277470,0,0,5,16,140,136.5000,0,0,0.0000
277490,0,3,3,7,167,127.8743,0,0,0.0000
277500,0,0,2,5,170,111.6471,0,0,0.0000
277510,0,2,4,5,122,96.5328,0,0,0.0000
277520,0,0,3,7,153,75.0719,1,1,890.0000
277540,0,-2,2,4,35,3.0571,0,0,0.0000
277560,0,0,2,5,39,11.5641,0,0,0.0000
277590,0,2,1,20,354,220.8814,4,2,108.0000
277630,0,2,2,6,53,105.6604,0,0,0.0000
277650,0,2,1,6,40,1.5000,0,0,0.0000
277680,0,3,3,4,117,99.1282,0,0,0.0000
277700,0,3,7,2,2,719.0000,0,0,0.0000
277850,0,2,3,4,72,57.9583,0,0,0.0000
277870,0,2,6,13,163,115.0613,0,0,0.0000
277890,0,3,5,16,468,107.3846,0,0,0.0000
277910,0,0,3,8,25,68.5600,0,0,0.0000
277930,0,0,4,12,248,94.6371,2,2,88.5000
278080,1,3,4,20,538,1519.5279,12,6,185.4167
278100,0,3,7,13,4,111.7500,0,0,0.0000
278190,0,0,0,1,9,2.0000,0,0,0.0000
278360,1,3,5,20,1309,139.9053,16,10,249.6250
278420,0,1,4,9,86,12.4419,0,0,0.0000
278440,0,2,7,5,111,119.6396,1,1,286.0000
278460,0,3,3,18,1358,85.3800,2,0,784.0000
278490,0,2,1,8,320,7.7438,1,-1,281.0000
278510,0,1,5,2,2,58.0000,0,0,0.0000
278530,0,0,5,12,89,1099.0562,0,0,0.0000
278550,0,0,3,3,4,252.0000,0,0,0.0000
278570,0,3,4,8,300,40.2667,1,-1,26.0000
278590,0,2,4,4,39,68.5641,0,0,0.0000
278620,0,0,4,7,175,87.8400,2,2,93.5000
278640,0,2,6,7,144,95.4375,0,0,0.0000
278810,0,0,5,7,47,61.2340,0,0,0.0000
278850,0,0,1,4,6,0.0000,0,0,0.0000
278890,0,3,2,11,117,63.8462,0,0,0.0000
278910,0,3,5,10,314,200.2866,4,4,460.7500
278930,0,3,6,13,201,71.3831,0,0,0.0000
278970,0,-2,1,20,293,36.8874,7,-5,184.7143
279070,0,3,4,11,1,0.0000,0,0,0.0000
279140,0,2,7,16,58,1258.6724,0,0,0.0000
279160,0,0,4,16,91,165.6044,1,1,56.0000
279260,0,2,4,9,144,76.3403,1,1,455.0000
279280,0,0,0,1,2,0.0000,0,0,0.0000
279420,0,1,1,4,2,1229.0000,1,1,597.0000
279440,0,2,5,8,90,189.4222,0,0,0.0000
279460,0,0,4,1,5,5.8000,0,0,0.0000
279480,1,0,4,3,24,2942.3750,0,0,0.0000
279500,0,0,2,2,42,2.8810,0,0,0.0000
279520,0,0,8,6,44,127.0227,1,1,66.0000
279540,0,2,1,5,68,3.9706,0,0,0.0000
279560,0,0,1,3,78,19.4231,0,0,0.0000
279580,0,0,7,11,53,83.9623,0,0,0.0000
279640,0,1,1,2,235,0.7362,0,0,0.0000
279720,0,0,2,3,159,61.8553,1,1,1346.0000
279740,0,0,1,3,5,34.6000,0,0,0.0000
279800,0,3,4,15,93,154.2581,0,0,0.0000
279900,0,0,5,11,129,63.8140,0,0,0.0000
279920,0,0,11,11,37,84.5405,0,0,0.0000
279940,0,3,5,10,56,294.9643,0,0,0.0000
279990,0,2,4,5,222,24.3784,0,0,0.0000
280010,0,0,6,3,36,240.4722,2,2,48.0000
280040,0,0,4,13,218,161.6972,1,1,118.0000
280140,0,0,5,17,92,112.1630,0,0,0.0000
280180,1,3,13,17,61,419.3115,3,3,460.0000
280200,0,1,3,5,8,1.3750,0,0,0.0000
280220,1,4,5,12,308,1078.0032,3,3,350.6667
280320,0,0,4,9,130,371.4846,0,0,0.0000
280360,0,0,3,10,50,288.7600,0,0,0.0000
280380,0,-2,2,4,9,17.7778,0,0,0.0000
280460,0,0,7,17,75,72.8667,0,0,0.0000
280500,0,0,7,7,63,45.3492,0,0,0.0000
280520,0,2,9,19,119,539.5378,1,1,243.0000
280540,0,2,4,14,22,109.9545,0,0,0.0000
280560,0,3,4,7,115,47.5304,0,0,0.0000
280600,0,2,4,8,28,211.4286,1,1,305.0000
280640,0,-2,2,7,83,104.9036,0,0,0.0000
280680,0,2,2,1,4,172.0000,0,0,0.0000
280720,0,3,4,15,28,214.1071,0,0,0.0000
280740,0,2,10,20,621,240.2432,11,5,636.3636
280830,0,0,3,5,32,11.6563,0,0,0.0000
280890,0,0,4,11,14,297.4286,0,0,0.0000
280910,0,3,7,10,141,110.4965,1,1,24.0000
280930,0,3,7,6,108,214.0093,3,1,70.6667
281050,0,3,8,7,651,0.0015,1,1,4.0000
281060,0,2,3,3,63,77.8095,0,0,0.0000
281200,0,3,5,8,248,69.1290,1,-1,690.0000
281220,0,0,6,15,159,148.9623,2,0,1413.0000
281240,0,0,1,3,28,12.8571,0,0,0.0000
281260,0,0,1,3,46,6.6087,0,0,0.0000
281280,0,2,1,4,63,55.1905,0,0,0.0000
281350,0,-2,1,3,57,14.0702,0,0,0.0000
281370,0,-2,1,6,336,67.3333,7,-1,78.8571
281390,0,2,1,4,42,53.6190,0,0,0.0000
281410,0,2,1,6,152,23.4934,1,1,27.0000
281430,0,0,1,1,107,8.9065,0,0,0.0000
281450,0,3,1,4,36,67.7778,0,0,0.0000
281560,0,0,1,1,24,2.3333,0,0,0.0000
281580,0,0,1,2,15,60.8000,0,0,0.0000
281610,0,2,7,14,177,442.0113,3,-1,249.6667
281640,0,3,8,14,102,420.5000,0,0,0.0000
281750,0,3,5,7,89,119.5506,0,0,0.0000
281820,0,1,2,7,87,14.8276,2,0,110.5000
281840,0,-2,1,7,29,7.1379,0,0,0.0000
281860,0,3,3,7,137,78.4380,0,0,0.0000
281900,0,-2,0,5,1,1.0000,0,0,0.0000
281920,0,3,7,20,48,118.0208,0,0,0.0000
281940,0,0,5,10,104,60.8942,0,0,0.0000
281990,1,3,7,20,1153,2434.4996,17,11,879.3529
282010,0,3,3,8,173,53.8671,1,1,28.0000
282030,0,3,2,7,203,71.8867,0,0,0.0000
282050,0,0,6,6,45,886.0667,3,1,99.0000
282070,1,4,6,20,3411,504.6690,58,56,346.9138
282100,0,3,4,7,277,155.1733,0,0,0.0000
282140,1,4,6,20,644,243.8401,12,12,270.0833
282210,0,0,4,9,648,87.4969,0,0,0.0000
282370,0,0,5,6,2,17.0000,0,0,0.0000
282400,0,2,4,7,154,540.4675,1,1,1270.0000
282440,1,3,8,15,6663,154.5380,38,26,224.8421
282530,0,3,5,13,89,134.8427,0,0,0.0000
282560,0,-2,5,14,37,424.2703,4,-2,644.0000
282590,0,2,8,7,106,716.0849,0,0,0.0000
282620,0,0,6,6,47,10.2340,0,0,0.0000
282640,0,1,6,7,4,168.7500,0,0,0.0000
282660,0,0,2,2,667,573.8471,3,3,54.3333
282680,0,0,8,13,30,23.7000,0,0,0.0000
282740,0,0,10,5,58,16.1034,1,1,86.0000
282760,0,3,3,6,372,119.7473,1,1,982.0000
282780,0,0,8,13,22,67.8636,1,1,33.0000
282800,1,3,8,19,906,539.4536,14,10,221.5000
282860,0,-2,6,8,43,43.7907,0,0,0.0000
282880,0,0,7,6,180,241.2278,0,0,0.0000
282900,1,4,5,20,899,893.5328,30,28,476.8000
282960,0,0,1,5,4,10.5000,0,0,0.0000
283000,0,-2,8,8,115,258.4261,0,0,0.0000
283020,0,0,6,5,74,307.9459,0,0,0.0000
283040,0,0,4,7,69,323.9855,0,0,0.0000
283060,0,0,2,8,172,33.8256,0,0,0.0000
283080,0,3,5,7,43,171.2326,2,0,136.0000
283100,0,-2,2,7,36,82.7778,0,0,0.0000
283160,0,3,8,9,39,114.4872,1,1,550.0000
283180,0,2,3,5,101,113.7426,0,0,0.0000
283230,0,2,8,8,287,63.3031,3,1,108.0000
283270,0,3,2,11,89,11.5618,0,0,0.0000
283290,0,3,3,15,1223,50.5119,3,1,169.3333
283310,0,2,1,5,388,3.1959,0,0,0.0000
283330,0,0,1,2,298,5.0235,0,0,0.0000
283350,0,-2,1,3,334,6.9192,0,0,0.0000
283370,0,0,1,3,492,1.5610,1,-1,50.0000
283390,0,2,3,4,300,101.8967,0,0,0.0000
283410,0,0,2,3,235,6.1106,0,0,0.0000
283430,0,1,1,3,610,1.4672,1,1,163.0000
283450,0,0,3,2,40,51.8500,0,0,0.0000
283470,0,-1,1,3,14,0.0000,0,0,0.0000
283490,0,0,3,1,44,57.5909,0,0,0.0000
283580,0,0,1,2,4,23.0000,0,0,0.0000
283640,1,3,5,20,186,541.2151,4,2,355.0000
283660,0,0,6,4,211,72.1327,2,0,39.5000
283680,0,3,4,20,288,130.5000,3,3,121.0000
283820,0,3,5,5,93,8.3226,0,0,0.0000
283840,0,1,5,6,88,51.2727,0,0,0.0000
283880,0,3,6,12,561,35.6435,2,2,261.5000
283920,0,3,1,8,115,21.6696,1,1,97.0000
283940,0,3,2,10,138,72.2174,2,2,151.5000
283960,0,3,1,9,203,82.1823,2,2,108.5000
283980,0,3,2,7,167,72.7246,2,2,190.5000
284000,0,1,1,4,79,4.6203,0,0,0.0000
284020,0,1,1,5,116,18.8017,0,0,0.0000
284050,0,3,3,12,13,100.5385,0,0,0.0000
284100,0,0,3,7,15,126.3333,0,0,0.0000
284140,0,0,5,11,56,55.3214,1,1,383.0000
284160,1,3,5,20,791,1349.3262,14,14,161.5000
284180,0,3,4,6,20,95.7500,0,0,0.0000
284200,0,0,8,3,92,113.9783,0,0,0.0000
284220,0,1,4,5,52,781.7308,0,0,0.0000
284260,0,3,3,10,18,31.3889,0,0,0.0000
284390,0,4,4,12,107,107.7103,1,1,227.0000
284410,0,2,5,4,6,66.3333,0,0,0.0000
284460,0,3,4,14,611,74.4043,3,3,246.0000
284580,0,0,7,5,14,15.0000,0,0,0.0000
284710,0,3,4,17,125,618.6640,0,0,0.0000
284730,0,3,4,16,102,148.6176,0,0,0.0000
284750,0,3,4,17,84,210.0595,0,0,0.0000
284770,0,3,4,17,144,148.3889,1,-1,64.0000
284790,0,3,4,16,139,150.2230,0,0,0.0000
284810,0,3,4,17,123,187.6992,0,0,0.0000
284830,0,3,4,15,134,148.0373,0,0,0.0000
284850,0,3,4,15,156,168.9615,0,0,0.0000
284870,0,3,4,17,127,158.9213,0,0,0.0000
284890,0,3,4,16,122,157.2049,0,0,0.0000
284910,0,0,2,4,25,0.6800,0,0,0.0000
284930,0,0,4,3,135,81.7704,1,1,113.0000
284950,0,2,3,5,499,169.5671,2,0,429.5000
284970,0,0,2,6,97,1.4948,0,0,0.0000
284990,0,0,4,9,54,120.8889,0,0,0.0000
285050,0,0,3,6,101,139.0693,1,1,70.0000
285070,0,2,4,8,27,155.5926,0,0,0.0000
285090,0,-1,2,4,50,117.5600,0,0,0.0000
285110,0,3,1,10,22,212.9545,0,0,0.0000
285130,0,0,4,4,95,92.6632,0,0,0.0000
285160,0,2,5,20,857,398.2147,6,2,281.6667
285310,0,3,1,10,432,263.5833,3,1,258.6667
285330,0,3,1,14,401,265.7007,1,1,454.0000
285350,0,0,4,2,45,10.9778,0,0,0.0000
285420,0,1,1,3,348,29.4339,0,0,0.0000
285440,0,4,7,9,292,78.8904,1,1,27.0000
285480,0,0,2,5,74,102.2838,1,1,1205.0000
285500,0,2,2,11,56,476.8036,1,1,296.0000
285520,0,2,4,2,28,152.3214,0,0,0.0000
285580,0,0,3,13,1523,23.2521,4,0,227.2500
285670,0,0,2,3,9,0.5556,0,0,0.0000
285740,1,3,4,11,49,354.3265,1,1,480.0000
285800,0,3,5,12,90,237.5667,0,0,0.0000
285820,0,3,13,5,66,263.3333,1,1,169.0000
285840,0,3,5,12,804,74.4565,0,0,0.0000
285900,1,2,6,20,1459,339.2056,26,20,148.2308
285920,1,3,4,20,332,598.6175,12,8,143.1667
285960,0,0,7,6,28,107.4643,0,0,0.0000
285980,0,1,5,9,45,124.1556,0,0,0.0000
286040,0,2,7,17,512,141.3672,4,2,522.7500
286080,1,3,7,20,2211,51.9611,24,20,178.4167
286100,1,3,5,20,2457,46.7163,21,19,152.6667
286120,0,-2,3,6,450,134.1000,0,0,0.0000
286140,0,2,1,10,176,9.8466,0,0,0.0000
286160,1,3,21,20,2994,650.7582,18,18,147.3333
286200,0,2,4,8,177,80.2712,2,0,859.0000
286220,0,2,5,6,76,34.3026,0,0,0.0000
286240,0,3,5,8,7,749.1429,0,0,0.0000
286260,0,4,3,11,139,193.7410,1,1,161.0000
286280,0,3,3,3,10,525.9000,0,0,0.0000
286320,0,3,3,7,126,119.9365,0,0,0.0000
286340,0,2,1,20,499,181.6353,12,8,351.0000
286360,0,2,4,9,487,69.4682,2,0,100.0000
286380,0,3,3,5,128,24.7891,0,0,0.0000
286440,0,0,1,3,200,0.3250,0,0,0.0000
286460,0,3,2,9,67,18.6418,0,0,0.0000
286480,0,3,2,9,69,7.0870,0,0,0.0000
286500,0,3,2,8,61,86.0000,2,2,109.0000
286520,0,2,1,3,10,0.9000,0,0,0.0000
286540,0,3,1,6,38,26.7632,0,0,0.0000
286570,0,0,7,7,70,1597.9286,5,-1,863.8000
286660,0,3,5,4,68,116.0588,1,1,59.0000
286690,1,3,5,20,2668,312.9599,8,8,437.3750
286730,0,0,1,2,46,0.3478,0,0,0.0000
286750,0,1,1,3,26,3.6923,0,0,0.0000
286770,0,3,2,4,64,5.6250,0,0,0.0000
286790,0,0,1,2,15,0.0000,0,0,0.0000
286810,0,0,3,11,51,465.0000,0,0,0.0000
286830,0,-2,2,9,44,122.2045,0,0,0.0000
286880,0,2,5,4,25,181.7200,0,0,0.0000
