id,bundle_name,price,final_price,discount
296,The Sparkle Bundle,$10.47,$8.37,20%
300,The Quest Deluxe Edition,$18.97,$14.98,21%
301,Pixel Puzzles Complete Pack,$42.08,$27.34,35%
302,Pyrodactyl Complete pack,$46.44,$39.47,15%
303,Sengoku Jidai: Shadow of the Shogun Deluxe Edition,$70.93,$44.66,37%
306,Save the Dodos Special Edition,$4.98,$3.73,25%
307,World of Magicka Bundle,$105.72,$90.88,14%
308,Sword of the Stars: The Pit Bundle,$25.94,$10.4,60%
309,Ticket to Ride - Complete Bundle,$42.92,$30.02,30%
311,Hyperdevotion Noire DLC Collection,$29.71,$20.71,30%
312,Dont Starve MEGA PACK,$39.96,$26.76,33%
313,The Detail Season One,$17.97,$16.17,10%
316,Wailing Heights Deluxe Edition,$14.98,$12.73,15%
318,Qubicle Indie Bundle,$89.96,$76.46,15%
319,Worms Collection,$171.8,$89.24,48%
320,Dead Island Definitive Collection,$44.97,$40.02,11%
321,GameGuru Unlimited,$192.92,$144.67,25%
322,App Game Kit Unlimited,$179.95,$134.95,25%
326,Magical Ladies,$5.97,$3.99,33%
327,Light and Dark,$5.97,$3.99,33%
328,From Mysterious Lands,$5.97,$3.99,33%
329,The Tricksters,$5.97,$3.99,33%
331,Nival Steam Bundle,$75.43,$56.56,25%
332,Zotrix Bundle,$18.98,$13.28,30%
333,The Game Creators Collection,$229.93,$172.43,25%
334,Sometimes You Complete Bundle,$53.28,$42.56,20%
335,The Banner Saga Deluxe Pack,$55.96,$39.72,29%
336,Evoland Collector Pack,$36.97,$27.72,25%
338,Mimpi Bundle,$5.98,$4.78,20%
339,Waste Walkers Complete Bundle,$25.94,$20.74,20%
340,The Renegades of Orion 2.0 - Pack #1,$3.97,$2.97,25%
342,RPG Maker VX Ace + SONAR Steam Edition Bundle,$169.98,$127.48,25%
345,Savage: Resurection - Digital Deluxe,$29.98,$26.08,13%
349,Project Cars Game of the Year Edition,$52.38,$31.38,40%
350,Puzzle Box - Game + OST Pack #1,$14.98,$11.98,20%
354,Civilization VI Digital Deluxe + Steam Controller Bundle,$109.98,$109.98,0%
356,Playism Bundle,$415.47,$332.27,20%
358,Indie VR Bundle,$11.96,$9.56,20%
361,Danganronpa 1 + 2,$59.98,$53.98,10%
366,Demons with Shotguns - Deluxe Edition,$12.98,$11.68,10%
367,Age of Wonders Franchise,$94.93,$80.68,15%
369,Axe. Bow & Staff Soundtrack Bundle,$14.98,$11.98,20%
374,Goat Simulator: GOATY,$30.95,$27.85,10%
375,NEOGEO Bundle,$46.94,$30.02,36%
376,RPG Maker Millennium Collection,$179.95,$161.95,10%
377,Table Top Racing: World Tour - Bundle,$22.97,$18.37,20%
378,PRO ANGLER SPORT BUNDLE,$34.94,$12.25,65%
381,Grim Legends Collection,$29.97,$24.87,17%
382,Abbey Games Bundle,$37.47,$34.85,7%
385,Stories: Collectors Edition,$29.97,$23.97,20%
391,Captain Forever Remix + Original Soundtrack,$19.98,$19.98,0%
408,Zenodyne R + Soundtrack,$14.98,$11.98,20%
409,Funklift Deluxe Edition,$13.98,$11.88,15%
414,Black Lime Studios Collection,$4.46,$3.79,15%
417,Tokyo School Life Soundtrack Edition,$10.48,$9.43,10%
420,The Caiysware Collection,$21.97,$14.27,35%
424,Kabitis + Bibou Studio Pack #1,$4.98,$3.98,20%
426,OtakuMaker Studio Pack - All Games,$90.76,$63.46,30%
428,10tons Shooters,$28.98,$26.08,10%
430,Novus Inceptio: Soundtrack Edition,$24.98,$22.48,10%
432,OtakuMaker Studio Pack - Part #1,$23.94,$17.94,25%
433,OtakuMaker Studio Pack - Part #2,$20.94,$15.69,25%
435,SpeedRunners Deluxe Pack,$20.97,$17.82,15%
436,OtakuMaker Studio Pack - Strategy #1,$11.96,$9.56,20%
438,Smart Games,$2.98,$2.68,10%
439,Abrix the robot - Collectors Edition,$18.55,$9.25,50%
442,Lilly and Sasha Bundle,$14.97,$9.87,34%
443,Life is Hard with Soundtrack,$9.98,$9.48,5%
445,Roll7 RETROspective,$52.97,$39.72,25%
447,The Escapists: Complete Pack,$28.95,$26.05,10%
448,Endless Legend Collection,$81.93,$69.63,15%
449,Endless Legend Expansion Set,$40.95,$36.85,10%
451,Homeworld Remastered Collection Deluxe Edition,$50.97,$44.85,12%
454,Winter Wolves RPGs Bundle,$87.92,$74.72,15%
457,Winter Wolves Games Collection,$347.44,$295.28,15%
460,Milkstone Studios Complete Collection,$44.96,$33.71,25%
462,Complete Trese Brothers Pack,$29.97,$26.97,10%
467,Serendipity of Aeons: Season 1 Bundle,$13.96,$10.46,25%
468,BERSERK: The Golden Age Arc Movies,$38.97,$35.07,10%
469,Cleverweek Games Complete,$17.91,$12.51,30%
471,The Revills Games Solitaire Collection,$13.98,$10.48,25%
472,The Legend of Dark Witch Game & OST,$14.98,$9.88,34%
476,Hero Siege Complete,$20.96,$16.76,20%
484,Elite Games Studio Pack #1,$7.98,$5.98,25%
487,Mute Crimson+ Soundtrack Bundle,$4.38,$3.5,20%
488,Fantasy Grounds Deadlands Reloaded Bundle,$140.85,$112.65,20%
491,Season #1 Pro Bundle,$118.88,$95.08,20%
492,Season #2 Pro Bundle,$147.85,$118.25,20%
495,100% Orange Juice - All Stars Collection,$21.92,$19.72,10%
497,Mecha Ritz: Steel Rondo Soundtrack Edition,$11.98,$10.18,15%
503,The Renegade Sector Bundle,$13.98,$11.88,15%
511,10tons Total,$46.45,$39.48,15%
514,Storm Sharks,$12.97,$7.12,45%
519,Project Pulsation Deluxe Edition,$6.98,$5.58,20%
528,Endless Loop Collection,$23.96,$14.36,40%
535,Games by Tonguç Bodur,$12.97,$11.02,15%
540,Best Russian Visual Novels pack,$20.96,$14.66,30%
547,Angry Video Game Nerd II: ASSimilation + Soundtrack,$24.98,$17.98,28%
565,Alientrap Bundle,$56.95,$48.4,15%
571,Kingdom Tales Bundle,$11.98,$10.78,10%
579,Z.I.O.N Deluxe Edition,$6.98,$5.58,20%
581,VGstudio Games Gold Edition,$13.96,$6.96,50%
582,Magdalena Pack,$3.98,$2.66,33%
584,Glitchspace - Game & Soundtrack,$17.98,$16.18,10%
586,Libredia XXL Adventure Bundle,$61.9,$43.3,30%
588,Dyna Bomb - Game + OST Pack #1,$6.98,$5.58,20%
594,The Ninjahtic Series,$5.97,$4.77,20%
