item_id,spec_name
359490,Downloadable Content
359490,Single-player
359491,Single-player
359491,Downloadable Content
359492,Single-player
359492,Downloadable Content
359493,Single-player
359493,Downloadable Content
359494,Downloadable Content
359494,Single-player
359495,Single-player
359495,Downloadable Content
359496,Single-player
359496,Downloadable Content
359497,Single-player
359497,Downloadable Content
359500,Downloadable Content
359500,Multi-player
359500,Full controller support
359500,Single-player
359520,Multi-player
359520,MMO
359520,Downloadable Content
359521,Multi-player
359521,Downloadable Content
359521,MMO
359522,Multi-player
359522,MMO
359522,Steam Trading Cards
359522,Downloadable Content
359530,Full controller support
359530,Steam Leaderboards
359530,Multi-player
359530,Downloadable Content
359530,Steam Trading Cards
359530,Single-player
359530,Cross-Platform Multiplayer
359530,Steam Achievements
359540,Steam Achievements
359540,Partial Controller Support
359540,Downloadable Content
359540,Single-player
359540,Multi-player
359540,Cross-Platform Multiplayer
359550,Multi-player
359550,Co-op
359550,Single-player
359550,Partial Controller Support
359550,Steam Trading Cards
359550,In-App Purchases
359560,Steam Achievements
359560,Steam Trading Cards
359560,Single-player
359570,Steam Cloud
359570,Partial Controller Support
359570,Steam Achievements
359570,Downloadable Content
359570,Multi-player
359580,Full controller support
359580,Single-player
359580,Steam Achievements
359580,Steam Trading Cards
359600,Steam Trading Cards
359600,Partial Controller Support
359600,Single-player
359610,Single-player
359610,Partial Controller Support
359610,Steam Trading Cards
359620,Single-player
359630,Single-player
359650,Single-player
359670,Steam Achievements
359670,Steam Trading Cards
359670,Steam Cloud
359670,Full controller support
359670,Single-player
359760,Steam Achievements
359760,Downloadable Content
359760,Steam Cloud
359760,Full controller support
359760,Single-player
359760,Steam Trading Cards
359760,Steam Leaderboards
359760,Shared/Split Screen
359780,Single-player
359780,Steam Workshop
359780,Steam Trading Cards
359780,Multi-player
359780,Steam Achievements
359780,Co-op
359780,Steam Cloud
359780,Downloadable Content
359780,Partial Controller Support
359780,Cross-Platform Multiplayer
359781,Steam Workshop
359781,Single-player
359781,Co-op
359781,Multi-player
359781,Cross-Platform Multiplayer
359781,Steam Trading Cards
359781,Steam Achievements
359781,Partial Controller Support
359781,Downloadable Content
359781,Steam Cloud
359790,Cross-Platform Multiplayer
359790,Multi-player
359790,Partial Controller Support
359790,Downloadable Content
359790,Single-player
359790,Steam Cloud
359790,Co-op
359790,Steam Achievements
359790,Steam Trading Cards
359790,Steam Workshop
359800,Partial Controller Support
359800,Single-player
359810,Single-player
359810,Steam Trading Cards
359810,Steam Achievements
359810,Steam Cloud
359840,Local Co-op
359840,Steam Achievements
359840,Local Multi-Player
359840,Co-op
359840,Single-player
359840,Steam Trading Cards
359840,Steam Cloud
359840,Multi-player
359840,Online Multi-Player
359840,Online Co-op
359840,Full controller support
359840,Shared/Split Screen
359860,Multi-player
359860,Cross-Platform Multiplayer
359860,MMO
359860,Steam Achievements
359860,Co-op
359860,Single-player
359860,Steam Trading Cards
359860,Downloadable Content
359870,Single-player
359870,Steam Achievements
359870,Steam Trading Cards
359870,Partial Controller Support
359870,Steam Cloud
359890,Steam Achievements
359890,Steam Cloud
359890,Steam Leaderboards
359890,Single-player
359890,Full controller support
359890,Steam Trading Cards
359890,Downloadable Content
359900,Steam Trading Cards
359900,Stats
359900,Steam Cloud
359900,Co-op
359900,Multi-player
359900,Steam Leaderboards
359900,Single-player
359900,Steam Achievements
359900,Full controller support
359920,Steam Achievements
359920,Single-player
359930,Steam Achievements
359930,Steam Trading Cards
359930,Full controller support
359930,Single-player
359930,Downloadable Content
359930,Steam Cloud
359930,Captions available
359960,Steam Trading Cards
359960,Cross-Platform Multiplayer
359960,Full controller support
359960,Shared/Split Screen
359960,Steam Achievements
359960,MMO
359960,Co-op
359960,Multi-player
359960,Single-player
359980,Single-player
359980,Partial Controller Support
359980,Game demo
360,Multi-player
360,Valve Anti-Cheat enabled
3600,Single-player
36000,Partial Controller Support
36000,Steam Achievements
36000,Steam Cloud
36000,Single-player
360010,Steam Trading Cards
360010,Steam Achievements
360010,Single-player
360010,Full controller support
360020,Stats
360020,Co-op
360020,Partial Controller Support
360020,Steam Achievements
360020,Single-player
360020,Multi-player
360020,Downloadable Content
360030,Steam Achievements
360030,Steam Trading Cards
360030,Single-player
360030,Steam Cloud
360030,Steam Leaderboards
360040,Steam Trading Cards
360040,Single-player
360080,Downloadable Content
360080,Partial Controller Support
360080,Multi-player
360080,Single-player
360090,Downloadable Content
360090,Cross-Platform Multiplayer
360090,Multi-player
360090,Co-op
360091,Multi-player
360091,Downloadable Content
360091,Cross-Platform Multiplayer
360091,Co-op
360092,Co-op
360092,Downloadable Content
360092,Multi-player
360092,Cross-Platform Multiplayer
360093,Cross-Platform Multiplayer
360093,Co-op
360093,Multi-player
360093,Downloadable Content
360094,Co-op
360094,Multi-player
360094,Cross-Platform Multiplayer
360094,Downloadable Content
360095,Cross-Platform Multiplayer
360095,Multi-player
360095,Downloadable Content
360095,Co-op
360096,Cross-Platform Multiplayer
360096,Co-op
360096,Downloadable Content
360096,Multi-player
360097,Co-op
360097,Cross-Platform Multiplayer
360097,Multi-player
360097,Downloadable Content
360098,Downloadable Content
360098,Co-op
360098,Multi-player
360098,Cross-Platform Multiplayer
360099,Co-op
360099,Downloadable Content
360099,Cross-Platform Multiplayer
360099,Multi-player
360110,Co-op
360110,Cross-Platform Multiplayer
360110,Multi-player
360110,Downloadable Content
360111,Downloadable Content
360111,Co-op
360111,Multi-player
360111,Cross-Platform Multiplayer
360112,Cross-Platform Multiplayer
360112,Co-op
360112,Multi-player
360112,Downloadable Content
360113,Multi-player
360113,Cross-Platform Multiplayer
360113,Downloadable Content
360113,Co-op
360114,Downloadable Content
360114,Cross-Platform Multiplayer
360114,Co-op
360114,Multi-player
360115,Multi-player
360115,Downloadable Content
360115,Cross-Platform Multiplayer
360115,Co-op
360120,Downloadable Content
360120,Multi-player
360120,Cross-Platform Multiplayer
360120,Co-op
360140,Downloadable Content
360140,Single-player
360170,Full controller support
360170,Steam Leaderboards
360170,Single-player
360170,Local Multi-Player
360170,Online Co-op
360170,Co-op
360170,Steam Trading Cards
360170,Steam Achievements
360170,Online Multi-Player
360170,Steam Cloud
360170,Multi-player
360240,Steam Achievements
360240,Single-player
360240,Steam Trading Cards
360240,Co-op
360240,Downloadable Content
360240,Multi-player
360250,Stats
360250,Steam Cloud
360250,Shared/Split Screen
360250,Steam Achievements
360250,Full controller support
360250,Game demo
360250,Steam Leaderboards
360250,Single-player
360270,Partial Controller Support
360270,Steam Achievements
360270,Downloadable Content
360270,Single-player
360280,Single-player
360280,Downloadable Content
360280,Steam Achievements
360280,Partial Controller Support
360340,Steam Trading Cards
360340,Downloadable Content
360340,Single-player
360340,Captions available
360340,Steam Achievements
360350,Single-player
360350,Partial Controller Support
360350,Downloadable Content
360350,Multi-player
360360,Single-player
360360,Steam Trading Cards
360360,Steam Cloud
360360,Steam Achievements
360360,Steam Leaderboards
360360,Downloadable Content
360360,Full controller support
360380,Steam Leaderboards
360380,Steam Achievements
360380,Steam Cloud
360380,Steam Trading Cards
360380,Single-player
360390,Co-op
360390,Single-player
360390,Multi-player
360390,Steam Trading Cards
360390,Steam Achievements
360400,Single-player
360400,Steam Trading Cards
360420,Co-op
360420,Cross-Platform Multiplayer
360420,Multi-player
360420,Downloadable Content
360421,Multi-player
360421,Co-op
360421,Cross-Platform Multiplayer
360421,Downloadable Content
360422,Cross-Platform Multiplayer
360422,Downloadable Content
360422,Co-op
360422,Multi-player
360423,Downloadable Content
360423,Multi-player
360423,Co-op
360423,Cross-Platform Multiplayer
360424,Multi-player
360424,Cross-Platform Multiplayer
360424,Co-op
360424,Downloadable Content
360425,Cross-Platform Multiplayer
360425,Downloadable Content
360425,Co-op
360425,Multi-player
360426,Co-op
360426,Cross-Platform Multiplayer
360426,Multi-player
360426,Downloadable Content
360427,Multi-player
360427,Downloadable Content
360427,Co-op
360427,Cross-Platform Multiplayer
360428,Cross-Platform Multiplayer
360428,Multi-player
360428,Downloadable Content
360428,Co-op
360430,Steam Trading Cards
360430,Full controller support
360430,Steam Cloud
360430,Steam Achievements
360430,Single-player
360450,Steam Leaderboards
360450,Stats
360450,Single-player
360450,Steam Achievements
360450,Full controller support
360450,Steam Trading Cards
360450,Multi-player
360500,Steam Achievements
360500,Single-player
360510,Steam Achievements
360510,Single-player
360510,Steam Trading Cards
360520,Single-player
360530,Full controller support
360530,Steam Leaderboards
360530,Single-player
360530,Steam Achievements
360550,Single-player
360550,Steam Trading Cards
360550,Steam Achievements
360560,Single-player
360560,Game demo
360560,Steam Achievements
360580,Single-player
360580,Steam Achievements
360580,Full controller support
360590,Multi-player
360590,Cross-Platform Multiplayer
360590,Co-op
360590,Single-player
360590,Steam Trading Cards
360590,Steam Achievements
360600,Partial Controller Support
360600,Single-player
360620,Multi-player
360620,Steam Trading Cards
360620,Stats
360620,Online Multi-Player
360640,Steam Trading Cards
360640,Single-player
360640,Steam Cloud
360640,Steam Achievements
360650,Steam Trading Cards
360650,Steam Achievements
360650,Steam Cloud
360650,Single-player
360680,Steam Achievements
360680,Partial Controller Support
360680,Single-player
360720,Single-player
360730,Steam Trading Cards
360730,In-App Purchases
360730,Single-player
360730,Steam Leaderboards
360730,Multi-player
360730,Steam Achievements
360730,Cross-Platform Multiplayer
360740,Steam Leaderboards
360740,Steam Achievements
360740,Single-player
360740,Partial Controller Support
360750,Steam Achievements
360750,Single-player
360820,Downloadable Content
360820,Single-player
360820,Full controller support
360830,Single-player
360830,Steam Achievements
360830,Shared/Split Screen
360830,Local Multi-Player
360830,Steam Trading Cards
360830,Stats
360830,Full controller support
360830,Local Co-op
360830,Steam Cloud
360840,Full controller support
360840,Single-player
360840,Steam Achievements
360840,Steam Trading Cards
360840,Steam Cloud
360850,Single-player
360850,Steam Cloud
360850,Full controller support
360850,Steam Trading Cards
360850,Steam Achievements
360850,Steam Leaderboards
360850,Stats
360870,Steam Leaderboards
360870,Single-player
360870,Steam Cloud
360870,Shared/Split Screen
360870,Steam Achievements
360870,Stats
360870,Multi-player
360890,Steam Trading Cards
360890,Single-player
360890,Partial Controller Support
360940,Full controller support
360940,Multi-player
360940,Steam Achievements
360940,Steam Trading Cards
360940,Valve Anti-Cheat enabled
360960,Steam Workshop
360960,Single-player
360960,Includes level editor
360960,Downloadable Content
360960,Full controller support
360960,Steam Cloud
360960,Steam Achievements
360960,Steam Trading Cards
360970,HTC Vive
360970,Partial Controller Support
360970,Standing
360970,Single-player
360970,Online Multi-Player
360970,MMO
360970,Seated
360970,Keyboard / Mouse
360970,Multi-player
360970,Steam Trading Cards
360970,Oculus Rift
360970,Steam Achievements
360990,Steam Achievements
360990,Full controller support
360990,Single-player
360990,Includes level editor
3610,Single-player
36100,Single-player
361020,Single-player
361040,Single-player
361040,Full controller support
361040,Cross-Platform Multiplayer
361040,Steam Achievements
361040,Steam Trading Cards
361060,Single-player
361060,Downloadable Content
361060,Commentary available
361060,Steam Cloud
361070,Partial Controller Support
361070,Game demo
361070,Steam Cloud
361070,Steam Achievements
361070,Multi-player
361070,Single-player
361100,Online Multi-Player
361100,Partial Controller Support
361100,Steam Cloud
361100,Cross-Platform Multiplayer
361100,Single-player
361110,Single-player
361110,Partial Controller Support
361130,Steam Achievements
361130,Single-player
361130,Steam Trading Cards
361130,Steam Cloud
361160,Steam Achievements
361160,Single-player
361160,Steam Trading Cards
361181,Multi-player
361181,Steam Achievements
361181,Downloadable Content
361181,MMO
361181,Partial Controller Support
361182,Multi-player
361182,Steam Achievements
361182,Partial Controller Support
361182,Downloadable Content
361182,MMO
361190,Steam Cloud
361190,Steam Achievements
361190,Steam Trading Cards
361190,Full controller support
361190,Single-player
361200,Single-player
361200,Steam Trading Cards
361200,Steam Achievements
361210,Full controller support
361210,Downloadable Content
361210,Co-op
361210,Single-player
361210,Multi-player
361210,Shared/Split Screen
361210,Cross-Platform Multiplayer
361210,MMO
361210,Includes level editor
361250,Steam Cloud
361250,Single-player
361280,Single-player
361280,Steam Achievements
361280,Steam Trading Cards
361280,Steam Cloud
361290,Includes level editor
361290,Single-player
361290,Downloadable Content
361290,Full controller support
36130,Single-player
361300,Full controller support
361300,Single-player
361300,Shared/Split Screen
361300,Local Co-op
361300,Local Multi-Player
361300,Steam Cloud
361300,Steam Trading Cards
361300,Steam Achievements
361300,Steam Leaderboards
361310,Full controller support
361310,Single-player
361310,Captions available
361310,Steam Achievements
361310,Steam Cloud
361310,Includes level editor
361310,Stats
361310,Multi-player
361310,Steam Leaderboards
361310,Downloadable Content
361310,Valve Anti-Cheat enabled
361310,Steam Trading Cards
361312,Downloadable Content
361312,Multi-player
361312,Captions available
361312,Steam Leaderboards
361312,Steam Cloud
361312,Single-player
361312,Steam Trading Cards
361312,Includes level editor
361312,Valve Anti-Cheat enabled
361312,Steam Achievements
361312,Full controller support
361312,Stats
361313,Steam Achievements
361313,Includes level editor
361313,Captions available
361313,Stats
361313,Steam Leaderboards
361313,Full controller support
361313,Downloadable Content
361313,Single-player
361313,Multi-player
361313,Steam Trading Cards
361313,Steam Cloud
361313,Valve Anti-Cheat enabled
361314,Includes level editor
361314,Steam Achievements
361314,Captions available
361314,Full controller support
361314,Steam Trading Cards
361314,Single-player
361314,Steam Cloud
361314,Stats
361314,Downloadable Content
361314,Steam Leaderboards
361314,Multi-player
361314,Valve Anti-Cheat enabled
361330,Multi-player
361330,Co-op
361330,Cross-Platform Multiplayer
361330,Single-player
361350,Full controller support
361350,Steam Achievements
361350,Steam Cloud
361350,Local Multi-Player
361350,Shared/Split Screen
361350,Single-player
361350,Steam Trading Cards
361360,Single-player
361360,Steam Achievements
361360,Full controller support
361380,Steam Cloud
361380,Single-player
361420,Full controller support
361420,Single-player
361420,Online Co-op
361430,Full controller support
361430,Steam Achievements
361430,Stats
361430,Single-player
361440,Multi-player
361440,Steam Cloud
361440,Downloadable Content
361440,Single-player
361470,Single-player
361470,Steam Leaderboards
361470,Multi-player
361470,Full controller support
361470,Downloadable Content
361470,Steam Achievements
361470,Steam Cloud
361500,Steam Cloud
361500,Steam Achievements
361500,Downloadable Content
361500,Steam Trading Cards
361500,Single-player
361500,Partial Controller Support
361520,Partial Controller Support
361520,Downloadable Content
361520,Multi-player
361520,Stats
361520,Single-player
361540,Steam Achievements
361540,Multi-player
361540,Steam Trading Cards
361540,Single-player
361540,Cross-Platform Multiplayer
361540,Downloadable Content
361541,Multi-player
361541,Downloadable Content
361541,Steam Trading Cards
361541,Single-player
361541,Cross-Platform Multiplayer
361541,Steam Achievements
361542,Cross-Platform Multiplayer
361542,Single-player
361542,Steam Achievements
361542,Multi-player
361542,Downloadable Content
361542,Steam Trading Cards
361550,Stats
361550,Single-player
361550,Steam Trading Cards
361550,Steam Achievements
361550,Steam Cloud
361550,Full controller support
361560,Single-player
361560,Multi-player
361560,Full controller support
361600,Steam Cloud
361600,Steam Trading Cards
361600,Full controller support
361600,Single-player
361620,Single-player
361630,Partial Controller Support
361630,Single-player
361630,Steam Achievements
361670,Steam Cloud
361670,Single-player
361670,Local Multi-Player
361670,Partial Controller Support
361680,Shared/Split Screen
361680,Full controller support
361680,Multi-player
361680,Steam Trading Cards
361690,Co-op
361690,Local Co-op
361690,Local Multi-Player
361690,Multi-player
361690,Partial Controller Support
361690,Single-player
361690,Steam Cloud
36180,Single-player
361800,MMO
361800,Co-op
361800,Online Multi-Player
361800,Online Co-op
361800,Multi-player
361820,Downloadable Content
361820,Single-player
361830,Single-player
361830,Steam Trading Cards
361840,Downloadable Content
361840,Single-player
361841,Single-player
361841,Downloadable Content
361842,Downloadable Content
361842,Single-player
361843,Downloadable Content
361843,Single-player
361850,Single-player
361850,Steam Achievements
361850,Steam Trading Cards
361870,Downloadable Content
361870,Co-op
361870,Cross-Platform Multiplayer
361870,Multi-player
361880,Partial Controller Support
361880,Steam Achievements
361880,Steam Leaderboards
361880,Single-player
361880,Steam Trading Cards
361880,Stats
361880,Downloadable Content
361890,Single-player
361890,Steam Trading Cards
361930,Single-player
361930,Steam Trading Cards
361950,Single-player
361950,Steam Cloud
361950,Steam Trading Cards
361950,Steam Achievements
361970,Single-player
361970,Steam Trading Cards
361990,Partial Controller Support
361990,Steam Achievements
361990,Single-player
361990,Steam Trading Cards
3620,Steam Achievements
3620,Single-player
3620,Stats
362010,Multi-player
362010,Downloadable Content
362010,Co-op
362010,Cross-Platform Multiplayer
362020,Single-player
362020,Steam Achievements
362030,Single-player
362040,Game demo
362040,Steam Leaderboards
362040,Steam Achievements
362040,Single-player
362040,Steam Trading Cards
362040,Shared/Split Screen
362040,Full controller support
362050,Steam Achievements
362050,Single-player
362050,Steam Leaderboards
362050,Steam Cloud
362050,Game demo
362050,Partial Controller Support
362070,MMO
362090,Single-player
362090,Steam Trading Cards
362090,Full controller support
362090,Steam Achievements
36210,Single-player
362100,Steam Trading Cards
362100,Downloadable Content
362100,Single-player
362110,Steam Cloud
362110,Downloadable Content
362110,Single-player
362110,Co-op
362110,Steam Achievements
362110,Full controller support
362120,Downloadable Content
362120,Partial Controller Support
362120,Multi-player
362130,Steam Cloud
362130,Single-player
362130,Full controller support
362130,Steam Trading Cards
362140,Steam Trading Cards
362140,Full controller support
362140,Steam Cloud
362140,Single-player
362150,Steam Trading Cards
362150,Single-player
362150,Full controller support
362150,Steam Cloud
362160,Partial Controller Support
362160,Steam Trading Cards
362160,Single-player
362290,Steam Trading Cards
362290,Local Multi-Player
362290,Shared/Split Screen
362290,Multi-player
362290,Partial Controller Support
362290,Single-player
362290,Steam Achievements
362300,Multi-player
362300,Single-player
362300,MMO
362310,Shared/Split Screen
362310,Full controller support
362320,Cross-Platform Multiplayer
362320,Downloadable Content
362320,Multi-player
362320,Co-op
362350,Single-player
362350,Steam Trading Cards
362350,Multi-player
362350,Cross-Platform Multiplayer
362350,Steam Cloud
362360,Multi-player
362360,Steam Achievements
362360,Single-player
362360,Steam Trading Cards
362360,Full controller support
362360,Steam Cloud
362360,Downloadable Content
362370,Steam Leaderboards
362370,Steam Cloud
362370,Co-op
362370,Single-player
362370,Partial Controller Support
362370,Shared/Split Screen
362370,Multi-player
362370,Steam Achievements
362370,Stats
362370,Cross-Platform Multiplayer
362380,Shared/Split Screen
362380,Local Multi-Player
362380,Steam Achievements
362380,Full controller support
36240,Single-player
362400,Multi-player
362400,Cross-Platform Multiplayer
362410,Steam Trading Cards
362410,Single-player
362410,Full controller support
362410,Steam Achievements
362410,Steam Cloud
362440,Steam Trading Cards
362440,Stats
362440,Steam Achievements
362440,Full controller support
362440,Single-player
362440,Downloadable Content
362440,Steam Cloud
362460,Full controller support
362460,Steam Achievements
362460,Downloadable Content
362460,Single-player
362460,Steam Leaderboards
362490,Single-player
362500,Steam Cloud
362500,Steam Leaderboards
362500,Full controller support
362500,Steam Achievements
362500,Downloadable Content
362500,Multi-player
362500,Single-player
362500,Co-op
362520,Single-player
362520,Full controller support
362520,Multi-player
362520,Co-op
362520,Steam Cloud
362520,Steam Leaderboards
362520,Downloadable Content
362520,Steam Achievements
362530,Steam Cloud
362530,Single-player
362530,Steam Leaderboards
362530,Downloadable Content
362530,Multi-player
362530,Co-op
362530,Full controller support
362530,Steam Achievements
362540,Steam Leaderboards
362540,Single-player
362540,Downloadable Content
362540,Co-op
362540,Steam Achievements
362540,Steam Cloud
362540,Multi-player
362550,Full controller support
362550,Single-player
362550,Steam Leaderboards
362550,Steam Achievements
362550,Co-op
362550,Steam Cloud
362550,Downloadable Content
362550,Multi-player
362560,Downloadable Content
362560,Multi-player
362560,Single-player
362560,Co-op
362560,Steam Leaderboards
362560,Full controller support
362560,Steam Achievements
362560,Steam Cloud
362570,Co-op
362570,Steam Leaderboards
362570,Multi-player
362570,Single-player
362570,Steam Cloud
362570,Steam Achievements
362570,Full controller support
362570,Downloadable Content
362580,Single-player
362580,Steam Leaderboards
362580,Steam Achievements
362580,Full controller support
362580,Co-op
362580,Multi-player
362580,Downloadable Content
362580,Steam Cloud
362590,Steam Cloud
362590,Downloadable Content
362590,Steam Achievements
362590,Multi-player
362590,Single-player
362590,Co-op
362590,Full controller support
362590,Steam Leaderboards
362610,Steam Leaderboards
362610,Steam Trading Cards
362610,Stats
362610,Steam Achievements
362610,Single-player
362620,Single-player
362620,Steam Workshop
362630,Single-player
362630,Full controller support
362630,Steam Trading Cards
362630,Steam Cloud
362630,Steam Achievements
362630,Game demo
362660,Single-player
362660,Steam Achievements
362660,Steam Trading Cards
362680,Steam Trading Cards
362680,Single-player
362680,Steam Achievements
36270,Single-player
362700,Downloadable Content
362700,Single-player
362710,Single-player
362710,Game demo
362740,Single-player
362760,Single-player
362760,Shared/Split Screen
362760,Multi-player
362760,Downloadable Content
362780,Single-player
362790,Single-player
362810,Includes level editor
362810,Multi-player
362810,Steam Achievements
362810,Single-player
362810,Steam Trading Cards
362810,Cross-Platform Multiplayer
362810,Shared/Split Screen
362810,Full controller support
362810,Steam Cloud
362820,Steam Achievements
362820,Downloadable Content
362820,Single-player
362820,Steam Cloud
362820,Steam Trading Cards
362830,Steam Achievements
362830,Single-player
362830,Shared/Split Screen
362830,Partial Controller Support
362850,Single-player
362850,Downloadable Content
362850,Steam Achievements
362850,Steam Trading Cards
362850,Full controller support
362850,Steam Cloud
362860,Steam Achievements
362860,Full controller support
362860,Single-player
362890,Multi-player
362890,Steam Workshop
362890,Online Multi-Player
362890,Includes level editor
362890,Steam Cloud
362890,Steam Achievements
362890,Captions available
362890,Partial Controller Support
362890,Single-player
362890,Steam Trading Cards
362890,Includes Source SDK
362890,Cross-Platform Multiplayer
362900,Downloadable Content
362920,Single-player
362930,Single-player
362930,Partial Controller Support
362940,Full controller support
362940,Single-player
362940,Steam Achievements
362950,Single-player
362950,Downloadable Content
362950,Full controller support
362950,Steam Cloud
362950,Steam Trading Cards
362950,Steam Achievements
362970,Includes level editor
362970,Single-player
362970,Steam Workshop
362970,Steam Trading Cards
362970,Steam Achievements
362970,Shared/Split Screen
362970,Full controller support
362970,Downloadable Content
362980,Single-player
362980,Downloadable Content
362980,Steam Trading Cards
362980,Steam Cloud
362980,Steam Achievements
362980,Full controller support
36300,Single-player
363040,Steam Cloud
363040,Steam Trading Cards
363040,Steam Achievements
363040,Full controller support
363040,Single-player
363040,Downloadable Content
363050,Single-player
363060,Single-player
363070,Single-player
363090,Steam Cloud
363090,Single-player
36310,Single-player
363110,Steam Cloud
363110,Single-player
363130,Steam Achievements
363130,Partial Controller Support
363130,Steam Cloud
363130,Single-player
363130,Steam Trading Cards
363130,Co-op
363180,Includes level editor
363180,Stats
363180,Single-player
363180,Steam Achievements
363180,Steam Trading Cards
36320,Single-player
363200,Single-player
363200,Full controller support
363220,Includes level editor
363220,Full controller support
363220,Single-player
363240,Steam Trading Cards
363240,Steam Cloud
363240,Single-player
363240,Steam Leaderboards
363240,Partial Controller Support
363240,Shared/Split Screen
363240,Steam Achievements
363240,Stats
363250,Downloadable Content
363250,Cross-Platform Multiplayer
363250,Single-player
363250,Steam Cloud
363250,Multi-player
363250,Partial Controller Support
363251,Downloadable Content
363251,Cross-Platform Multiplayer
363251,Multi-player
363251,Partial Controller Support
363251,Single-player
363251,Steam Cloud
363253,Steam Cloud
363253,Cross-Platform Multiplayer
363253,Single-player
363253,Downloadable Content
363253,Multi-player
363253,Partial Controller Support
363270,Steam Trading Cards
363270,Steam Achievements
363270,Single-player
363270,Partial Controller Support
363320,Single-player
363320,Partial Controller Support
363320,Downloadable Content
363330,Steam Cloud
363330,Steam Trading Cards
363330,Single-player
363330,Steam Achievements
363350,Single-player
363350,Downloadable Content
363351,Single-player
363351,Downloadable Content
363360,Single-player
363360,Multi-player
363360,Online Multi-Player
363360,Steam Workshop
363360,Online Co-op
363360,Co-op
363360,Includes level editor
363410,Steam Trading Cards
363410,Full controller support
363410,Steam Cloud
363410,Single-player
363410,Steam Achievements
363420,Full controller support
363420,Steam Trading Cards
363420,Single-player
363420,Steam Achievements
363420,Steam Cloud
363430,Online Multi-Player
363430,Steam Workshop
363430,Multi-player
363430,Cross-Platform Multiplayer
363430,Includes level editor
363430,Steam Cloud
363430,Stats
363430,Steam Trading Cards
363430,Partial Controller Support
363430,Single-player
363430,Steam Achievements
363440,Steam Cloud
363440,Steam Achievements
363440,Single-player
363440,Full controller support
363440,Steam Leaderboards
363440,Steam Trading Cards
363460,Partial Controller Support
363460,Keyboard / Mouse
363460,Single-player
363460,Oculus Rift
363460,Steam Trading Cards
363460,Seated
363460,HTC Vive
363460,Steam Achievements
363480,Partial Controller Support
363480,Single-player
363490,Single-player
363490,Includes level editor
363500,Single-player
363500,Steam Trading Cards
363500,Steam Achievements
363510,Single-player
363510,Steam Achievements
363510,Steam Trading Cards
363520,Steam Achievements
363520,Full controller support
363520,Single-player
363520,Steam Trading Cards
363530,Steam Workshop
363530,Partial Controller Support
363530,Multi-player
363530,Single-player
363580,Stats
363580,Single-player
363580,Steam Trading Cards
363580,Steam Achievements
363600,Steam Achievements
363600,Single-player
363600,Steam Trading Cards
363600,Steam Cloud
363610,Steam Trading Cards
363610,Single-player
363610,Steam Achievements
363620,Steam Trading Cards
363620,Steam Achievements
363620,Standing
363620,Single-player
363620,Seated
363630,Partial Controller Support
363630,Steam Leaderboards
363630,Downloadable Content
363630,Single-player
363630,Steam Cloud
363630,Shared/Split Screen
363630,Steam Achievements
363640,Single-player
363640,Downloadable Content
363650,Single-player
363650,Steam Achievements
363650,Includes level editor
363670,Multi-player
363670,Single-player
363670,Steam Trading Cards
363670,Co-op
363670,Shared/Split Screen
363670,Full controller support
363680,Valve Anti-Cheat enabled
363680,Single-player
363680,Multi-player
363680,Steam Achievements
363680,Steam Cloud
363680,Steam Trading Cards
363690,Game demo
363690,Single-player
363740,Game demo
363740,Partial Controller Support
363740,Single-player
363770,Downloadable Content
363770,Multi-player
363780,Downloadable Content
363780,Multi-player
363781,Downloadable Content
363781,Multi-player
363790,Steam Achievements
363790,Steam Trading Cards
363790,Single-player
363790,Steam Cloud
363790,Full controller support
363800,Steam Leaderboards
363800,Single-player
363800,Steam Achievements
363800,Steam Trading Cards
363800,Steam Cloud
363800,Downloadable Content
363810,Single-player
363810,Game demo
363830,Stats
363830,Steam Achievements
363830,Multi-player
363830,Downloadable Content
363830,Steam Trading Cards
363830,Single-player
363830,Co-op
363840,Single-player
363890,Partial Controller Support
363890,Steam Trading Cards
363900,Single-player
363900,Steam Achievements
363920,Steam Trading Cards
363920,Partial Controller Support
363920,Single-player
363930,Single-player
363930,Full controller support
363930,Steam Achievements
363930,Steam Trading Cards
363940,Partial Controller Support
363940,Steam Achievements
363940,Single-player
363940,Steam Trading Cards
363950,Full controller support
363950,Single-player
363950,Steam Achievements
363960,Single-player
363960,Steam Achievements
363970,Single-player
363970,Steam Achievements
363970,Steam Trading Cards
363970,In-App Purchases
363970,Steam Cloud
363970,Stats
363980,Steam Achievements
363980,Steam Cloud
363980,Single-player
363980,Steam Trading Cards
363990,Downloadable Content
363990,Captions available
363990,Includes level editor
363990,Steam Achievements
363990,Steam Trading Cards
363990,Steam Workshop
363990,Single-player
363990,Steam Cloud
364020,Multi-player
364020,Stats
364020,Downloadable Content
364020,Co-op
364020,Steam Cloud
364020,Steam Workshop
364050,Steam Achievements
364050,Full controller support
364050,Steam Trading Cards
364050,Steam Cloud
364050,Single-player
364060,Steam Achievements
364060,Multi-player
364060,Steam Cloud
364060,Full controller support
364060,Co-op
364060,Single-player
364060,Shared/Split Screen
364100,Full controller support
364100,Steam Achievements
364100,Single-player
364100,Steam Leaderboards
364130,Steam Achievements
364130,Partial Controller Support
364130,Single-player
364170,Full controller support
364170,Single-player
364170,Steam Achievements
364170,Downloadable Content
364180,Downloadable Content
364180,Single-player
364190,Shared/Split Screen
364190,Full controller support
364200,Steam Trading Cards
364200,Steam Cloud
364200,Stats
