id,item_name,price,beta_version,ratings,metascore,developer,release_date
271820,card city nights,$3.99 ,0,3,0,ludosity,2014.2.14
130,half-life: blue shift,$4.99 ,0,3,71,gearbox software,2001.6.1
494310,unbreakable vr runner,$5.99 ,1,1,0,,
16000,discovery! a seek and find adventure,$9.99 ,0,0,0,mumbojumbo,2008.7.29
437890,aurorarl,$4.99 ,1,2,0,sun dogs,2016.4.8
300580,galak-z,$19.99 ,0,2,78,17-bit,2015.10.29
386640,affected zone tactics,,0,0,0,light vision interactive,2015.11.17
31870,nancy drewxae dossier: lights. camera. curses!,$6.99 ,0,0,0,her interactive,2008.11.1
227920,risk,$9.99 ,0,0,0,sperasoft. inc.,2013.6.10
70620,worms crazy golf,$9.99 ,0,3,0,team17 digital ltd,2011.10.19
393660,streamline,$10.99 ,0,0,0,frostcloud studios,2015.8.21
385560,shadow complex remastered,$14.99 ,0,3,0,chair entertainment,2016.5.3
321880,aveyond 3-3: the lost orb,$9.99 ,0,0,0,amaranth games. llc,2015.1.16
403690,codename: rogue fleet,,0,0,0,sionois,2016.1.15
247950,sacred 3,$14.99 ,0,-2,57,keen games,2014.8.5
228440,cubemen 2,$7.99 ,0,2,68,3 sprockets,2013.4.8
4770,rome: total waru2122 - alexander,$4.99 ,0,2,79,the creative assembly,2006.6.26
298300,ufo online: fight for earth,,0,-2,0,funatics software,2014.10.10
263880,aqua kitty - milk mine defender,$6.99 ,0,3,0,dugan.gabor.electric cafe,2014.2.3
511360,uncorporeal - holographic photography demo,,0,1,0,,
365810,flying tigers: shadows over china,$15.99 ,0,0,0,ace maddox,2017.5.29
430440,of kings and men,,1,0,0,warlock wireless,2016.8.25
466730,kings guard td,$0.99 ,0,0,0,freezenova,2016.6.8
22450,hunted: the demonu2019s forgeu2122,$4.99 ,0,0,61,inxile entertainment,2011.5.30
420160,alphabeats: master edition,$7.99 ,0,0,0,rad dragon,2016.3.7
262240,suguri,$5.99 ,0,3,0,orange_juice,2014.7.1
428340,marmoset hexels 3,$49.00 ,0,3,0,marmoset llc,2016.2.15
34810,project freedom,$2.99 ,0,3,0,city interactive,2009.10.14
310510,deathtrap,$19.99 ,0,3,77,neocoregames,2015.2.4
1510,uplink,$9.99 ,0,3,75,introversion software,2006.8.23
292280,spy fox in: cheese chase,$4.99 ,0,0,0,humongous entertainment,1998.12.31
215790,dream pinball 3d,$6.99 ,0,-2,61,ask homework,2012.9.19
330420,the interactive adventures of dog mendonxe7a & pizzaboyxae,$14.99 ,0,2,0,okam studio,2016.3.3
254480,obscure ii (obscure: the aftermath),$9.99 ,0,2,59,hydravision entertainment,2008.3.25
409920,brilliant shadows - part one of the book of gray magic,$6.99 ,0,3,0,ithaqua labs,2015.10.30
374320,dark soulsu2122 iii,$59.99 ,0,3,89,fromsoftware. inc.,2016.4.11
327390,sid meiers covert action (classic),$6.99 ,0,3,0,microprose software. inc,1990.1.1
390870,circuit breakers,$6.99 ,0,1,0,triverske,2015.11.17
258970,gauntletu2122 slayer edition,$19.99 ,0,2,0,arrowhead game studios,2014.9.23
12360,flatout: ultimate carnage,$19.99 ,0,3,79,bugbear entertainment,2008.8.19
269570,gtgd s1: more than a gamer,$14.99 ,0,3,0,gtgd,2014.2.13
38490,earthworm jim 2,$19.99 ,0,1,0,shiny entertainment,1996.4.30
344890,arm planetary prospectors asteroid resource mining,$9.99 ,1,0,0,nefarious dimensions interactive.ndi,2015.9.15
215100,ragnarok online,,0,2,79,gravity interactive,2003.6.1
392970,new york mysteries: high voltage,$6.99 ,0,3,0,five-bn games,2016.1.12
252850,streamline,$19.99 ,1,0,0,proletariat inc.,2016.9.30
340440,grand class melee 2,$9.99 ,1,2,0,gigatross games,2015.2.2
457650,stonehenge vr sandbox,$14.99 ,0,0,0,,
315600,ford racing 3,$4.99 ,0,3,0,razorworks,2005.4.5
295790,never alone (kisima ingitchuna),$14.99 ,0,3,0,upper one games.e-line media,2014.11.18
358610,exowar,$6.99 ,0,0,0,aleksander ciesielski,2015.3.26
225600,blade symphony,$4.99 ,0,2,72,puny human,2014.5.7
266430,anarchy arcade,,1,0,0,elijah newman-gomez,2014.9.3
326470,space warp,$4.99 ,0,0,0,mind crew,2014.11.4
385490,minidrivers,$5.99 ,0,0,0,ivanovich games,2015.8.20
46490,still life 2,$7.99 ,0,0,67,microids,2009.8.10
363650,hackers beat,$9.99 ,0,0,0,team tands plus,2015.9.15
380600,fishing planet,,0,2,0,fishing planet llc,2015.8.11
90400,blue toad murder filesu2122: the mysteries of little riddle,$4.49 ,0,1,0,relentless software,2010.12.3
342350,into the gloom,$2.99 ,0,3,0,earrgames,2015.1.30
407100,gulf of aden - task force somalia,$8.99 ,0,0,0,blewscreen,2015.12.14
289240,perimeter: emperors testament,$3.99 ,0,2,72,k-d lab,2006.8.29
263040,bot colony,$14.99 ,1,0,0,north side,2014.6.16
296510,magnetic by nature,$9.99 ,0,0,0,team tripleslash,2014.11.10
404180,club life,$9.99 ,0,1,0,dharker studio,2016.4.13
34870,sniper: ghost warrior 2,$9.99 ,0,2,52,city interactive,2013.3.11
448150,mystica: the ninth society,$1.99 ,1,0,0,bread vision studios llc.,2016.3.7
290140,echo of soul,,0,0,0,mr. blue,2015.6.22
433400,kim,$14.99 ,0,2,0,the secret games company,2016.10.24
206420,saints row iv,$14.99 ,0,3,86,deep silver volition,2013.8.19
333380,silverquest: gaiden,$5.99 ,1,0,0,wolfgame,2014.12.29
102700,a.v.a. alliance of valiant armsu2122,,0,0,0,red duck inc.,2011.6.14
11560,maelstrom: the battle for earth begins,$4.99 ,0,0,58,kdv games,2007.2.20
420740,the deed,$0.99 ,0,3,0,pilgrim adventures.grabthegames studios,2015.11.23
318600,the flame in the flood,$14.99 ,0,2,73,the molasses flood,2016.2.24
224260,no more room in hell,,0,3,0,no more room in hell team,2011.10.31
223450,dyad,$14.99 ,0,2,80,][ games inc,2013.4.24
277560,where angels cry,$4.99 ,0,0,0,cateia games,2014.2.27
251530,anomaly korea,$4.99 ,0,0,0,11 bit studios,2013.11.6
32670,delta force: black hawk down,$14.99 ,0,3,77,novalogic,2003.3.24
360,half-life deathmatch: source,$9.99 ,0,2,0,valve,2006.5.1
285500,hard truck apocalypse / ex machina,$7.99 ,0,2,0,targem games,2005.12.8
517550,the enlightened league of bone builders and the osseous enigma,,0,0,0,,
513360,mu cartographer,$4.99 ,0,3,0,titouan millet,2016.5.29
395140,miracle fly,$7.99 ,0,1,0,elagotech,2015.10.26
448520,deranged rabbits,$4.99 ,0,0,0,mikko nykyri,2016.7.29
319740,there came an echo,$14.99 ,0,2,58,iridium studios,2015.2.24
416070,mars 2030,$4.99 ,0,0,0,advent rpg,2016.3.11
355270,199x,$1.99 ,0,3,0,evan tognotti,2014.12.11
448380,escape: close call,$6.99 ,0,1,0,tarboosh games,2016.3.24
454130,nil-ninjahtic: ronin,$1.99 ,0,1,0,blaze epic,2016.3.16
377550,unfair jousting fair,$4.99 ,0,0,0,rodaja,2015.9.3
371220,verlies ii,$9.99 ,0,0,0,koya game,2015.9.25
335050,world of leaders,$4.99 ,0,-3,0,eversim,2014.12.15
35480,dwarfs!?,$9.99 ,0,3,0,power of 2,2011.5.4
393320,typing instructor platinum 21,$29.99 ,0,0,0,individual software,2010.9.1
430240,duplexer,$2.99 ,0,0,0,vantage games,2016.1.29
385600,heavy fire: shattered spear,$3.99 ,0,0,0,teyon,2015.10.23
22380,fallout: new vegas,$9.99 ,0,4,84,obsidian entertainment,2010.10.19
29150,mightier,,0,1,0,lucas pope and keiko ishizaka,2009.3.19
1640,disciples ii: galleans return,$6.99 ,0,2,84,strategy first,2006.7.6
364100,space robot samurai zombie slayer,$1.99 ,0,0,0,brandon brizzi,2015.5.21
282760,circuits,$4.99 ,0,3,0,digital tentacle,2014.4.17
277490,battle group 2,$7.99 ,0,3,0,bane games,2014.6.13
488470,hero siege - shaman (class),$4.99 ,0,1,0,elias viglione.jussi kukkonen,2016.6.20
449120,nanobots,$3.99 ,0,0,0,diego rodrigues,2016.3.15
410660,all work all play,$4.99 ,0,0,0,,2015.10.23
389050,pocket rumble,$9.99 ,1,2,0,cardboard robot games,2016.2.1
303470,rush for glory,$14.99 ,0,0,0,parseh game studio,2014.6.16
326380,mystery of neuschwanstein,$9.99 ,0,1,0,chimera entertainment,2015.2.18
383520,lilly and sasha: guardian angels,$4.99 ,0,0,0,john wizard,2015.7.7
281410,ubersoldier ii,$9.99 ,0,2,62,burut ct,2008.7.22
385190,celestial tear: demons revenge,$5.99 ,0,0,0,white guardian studios. llc,2015.11.19
16110,virtual villagers: the lost children,$9.99 ,0,2,0,last day of work,2007.2.14
20530,red faction,$9.99 ,0,3,78,volition. inc.,2001.9.18
335700,i am weapon: revival,$15.99 ,0,0,0,krealit,2016.7.27
345280,lost in a forest,$1.99 ,0,0,0,konsordo,2015.1.21
284200,robot rescue revolution,$4.99 ,0,0,0,teyon,2014.7.11
402120,deathstate: abyssal edition,$9.99 ,0,3,0,bread machine games,2015.10.19
397360,magicians apprentice,,1,0,0,kosek.com,2015.11.9
360010,remnants of isolation,$1.99 ,0,1,0,team isolation,2015.5.1
288140,jack nicklaus perfect golf,$34.99 ,0,0,0,perfect parallel,2016.5.3
490980,daily chthonicle: editors edition,$3.99 ,0,2,0,sinister systems,2016.9.30
348790,wooden floor,$1.99 ,0,0,0,pheenix93,2015.2.13
369360,car washer: summer of the ninja,$4.99 ,0,0,0,pen and sword games,2015.11.4
438310,score,$4.99 ,1,0,0,true illusion software,2016.7.5
252110,lovers in a dangerous spacetime,$14.99 ,0,4,80,asteroid base,2015.9.9
46520,wasteland angel,$9.99 ,0,0,0,octane games.meridian4,2011.9.1
25980,majesty 2,$9.99 ,0,2,72,1c:inoco,2009.9.17
200260,batman: arkham city - game of the year edition,$19.99 ,0,4,91,rocksteady studios.feral interactive (mac),2012.9.7
379980,panzermadels: tank dating simulator,$9.99 ,0,3,0,devgru-p,2016.3.9
409590,kingdoms,$9.99 ,1,0,0,oreol,2015.10.23
278590,heroes of legionwood,$6.99 ,0,2,0,dark gaia studios,2015.7.24
223330,sea dogs: to each his own - pirate open world rpg,$14.99 ,0,2,0,blackmark studio,
268340,high strangeness,$4.99 ,0,1,0,barnyard intelligence games.crystal labs,2015.5.6
406080,ant war: domination,$2.99 ,0,0,0,anarchy enterprises,2015.10.2
303510,dungeons: the eye of draconus,$3.99 ,0,0,0,suckerfree games,2014.8.1
337180,velocity 2x,$19.99 ,0,2,0,futurlab,2015.8.19
250620,among the sleep - enhanced edition,$16.99 ,0,3,66,krillbite studio,2017.11.2
434210,its spring again,$0.99 ,0,3,0,baba yaga games,2016.2.2
321370,sign motion,$9.99 ,0,0,0,midnart,2014.10.24
485640,genius greedy mouse,$4.99 ,0,2,0,space fractal.templetiger,2016.8.12
343270,disillusions manga horror,$0.99 ,0,0,0,stephenallen,2013.4.6
321260,wickland,$0.99 ,0,0,0,mad ram software,2014.11.14
222480,resident evil revelations / biohazard revelations,$29.99 ,0,3,77,capcom,2013.5.20
329830,the moon sliver,$1.99 ,0,2,0,david szymanski,2014.10.28
395400,freedom cry,$6.99 ,0,0,0,warfare studios,2015.9.4
209790,splice,$9.99 ,0,3,70,cipher prime studios,2012.6.13
324160,clannad,$49.99 ,0,4,83,visualarts/key,2015.11.23
389310,tic-toc-tower,$2.99 ,0,0,0,sneaky mammoth,2015.9.28
234190,receiver,$4.99 ,0,3,0,wolfire games,2013.4.29
398070,protoshift,$0.99 ,0,2,0,reflextions,2016.1.15
353280,metamorphabet,$4.99 ,0,1,0,vectorpark,2015.4.29
447020,farming simulator 17,$24.99 ,0,3,69,giants software,2016.10.24
248370,bridge it +,$6.99 ,0,0,0,chronic logic,2013.11.18
15390,brothers in arms: hells highwayu2122,$9.99 ,0,3,79,gearbox software,2008.10.8
12830,operation flashpoint: dragon rising,$9.99 ,0,0,76,codemasters studios,2009.10.6
392030,murasaki,$4.99 ,0,1,0,katatema,2016.5.12
348030,trackday manager,$11.99 ,0,0,0,arctic hazard game studio a/s,2016.3.31
356090,machineers - episode 1: tivoli town,$4.99 ,0,1,0,lohika games,2015.5.14
368640,htol#niq: the firefly diary / htol#niq-u30dbu30bfu30ebu30ceu30cbu30c3u30ad-,$9.99 ,0,3,0,nippon ichi software. inc.,2016.5.18
51060,drawnxae: the painted tower,$9.99 ,0,3,0,big fish studios,2011.1.19
259170,alone in the dark,$9.99 ,0,0,55,eden games.hydravision entertainment,2008.11.18
296220,farm frenzy 4,$6.99 ,0,2,0,alawar entertainment,2013.8.1
436870,tank brawl,$4.99 ,0,2,0,phung games,2016.4.20
370200,two steps back,$2.99 ,0,0,0,kristen cheely,2015.8.6
350090,no pineapple left behind,$9.99 ,0,0,59,subaltern games,2016.2.18
372690,chiptune champion,$9.99 ,0,3,0,blake garner,2016.1.8
358460,talisman: the horus heresy,$14.99 ,0,0,0,nomad games,2016.2.22
434430,abbots book demo,,0,3,0,,
513880,panzer warfare,$1.99 ,1,0,0,kobra studio,2016.8.25
311770,legoxae pirates of the caribbean: the video game,$19.99 ,0,2,0,travellers tales,2011.5.24
332570,amazing frog?,$15.99 ,1,3,0,fayj,2014.11.20
334270,star traders: 4x empires,$9.99 ,0,0,0,trese brothers,2014.11.18
65710,pat & mat,$6.99 ,0,3,0,centauri production,2009.10.1
58610,wargame: european escalation,$9.99 ,0,2,81,eugen systems,2012.2.22
208650,batmanu2122: arkham knight,$19.99 ,0,2,0,rocksteady studios,2015.6.23
9500,gish,$9.99 ,0,2,80,cryptic sea,2004.5.4
46500,syberia,$12.99 ,0,3,82,microids,2002.9.1
32450,legoxae indiana jonesu2122 2: the adventure continues,$19.99 ,0,2,66,travellers tales,2010.2.18
234370,shattered haven,$9.99 ,0,0,59,arcen games. llc,2013.3.18
203510,fortune summoners,$19.99 ,0,3,0,lizsoft,2012.1.30
343280,zotrix,$12.99 ,0,-2,0,zerobit games,2015.7.24
328640,rock zombie,$6.99 ,0,0,0,quaternion studio,2014.11.20
433960,shadow of nebula,$4.99 ,1,0,0,damian,2016.2.29
378370,nomad,,1,0,0,diminished studios,2015.6.26
235660,eador: genesis,$5.99 ,0,3,0,alexey bokulev.snowbird games,2009.8.7
273620,freespace 2,$9.99 ,0,2,91,volition inc,2014.6.6
390310,little kings story,$19.99 ,0,2,62,marvelous. inc.,2016.8.5
242780,cognition: an erica reed thriller,$14.99 ,0,3,0,phoenix online studios,2013.9.19
397990,woof blaster,,0,3,0,fabian jarrett,2015.9.22
375330,butsbal,$2.99 ,0,0,0,xtase studios,2015.6.2
462930,adventure communist,,1,0,0,hyper hippo games,2016.8.10
426330,metahuman inc.,$9.99 ,0,3,0,choice of games,2015.12.18
271500,sniper art of victory,$2.99 ,0,-2,0,ci games,2008.10.16
321840,rising angels: reborn,,0,3,0,idhas studios,2013.10.31
384920,abd: a beautiful day,$24.99 ,1,-2,0,robert bonner.jack hanley.ben rawles.boris blosse,2015.8.14
375160,discouraged workers - original sound track,$4.99 ,0,0,0,yggdrasil studio,2015.9.14
253410,ravensword: shadowlands,$6.99 ,0,0,0,crescent moon games,2013.12.6
220860,mcpixel,$4.99 ,0,3,76,sos,2012.9.25
444530,light repair team #4,$7.99 ,0,1,0,,
200980,geneforge 2,$19.99 ,0,1,0,spiderweb software,2003.7.1
444260,mindless running,$1.99 ,0,0,0,quiet river,2016.2.22
318090,dicetiny: the lord of the dice,,0,0,0,fakedice,2016.7.22
38740,edge,$6.99 ,0,3,74,two tribes,2011.8.11
258200,talisman: prologue,$6.99 ,0,0,0,nomad games,2013.10.14
440470,absence,$5.99 ,0,0,0,samuel sprague,2016.2.10
522030,eclipse: new dawn for the galaxy,$14.99 ,0,0,0,big daddys creations,2016.9.16
3130,men of war: red tide,$4.99 ,0,3,77,1c company,2009.11.1
91700,e.y.e: divine cybermancy,$9.99 ,0,3,0,streum on studio,2011.7.29
288710,demolition master 3d,$4.99 ,0,0,0,appmania,2011.9.25
330180,pix the cat,$9.99 ,0,3,77,pastagames,2015.1.29
321710,battle of europe,$9.99 ,0,0,54,maus software,2006.3.23
370700,black home,$9.99 ,0,2,0,warfare studios,2015.8.7
514470,fantastic 4 in a row 2,$1.99 ,0,0,0,ensenasoft,2016.8.15
8320,bone: the great cow race,$9.99 ,0,0,76,telltale games,2006.4.12
434370,buried: an interactive story,$2.99 ,0,3,0,bromoco games,2016.1.21
306550,runers,$9.99 ,0,3,68,lgk games,2014.9.2
329620,across the rhine,$6.99 ,0,0,0,microprose software. inc,1995.7.1
36210,monster mash,$4.99 ,0,0,0,sandlot games,2009.7.17
24800,command & conquer: red alert 3 - uprising,$19.99 ,0,3,0,ea los angeles,2009.3.12
25910,supreme ruler 2020 gold,$9.99 ,0,3,65,battlegoat studios,2008.6.17
219200,droid assault,$9.99 ,0,3,0,puppygames,2013.1.9
392080,wayward terran frontier: zero falls,$29.99 ,1,2,0,reason generator inc.,2016.2.11
339230,zombi,$19.99 ,0,0,65,straight right,2015.8.18
406550,umineko when they cry - question arcs,$24.99 ,0,3,0,07th expansion,2016.7.8
8970,axel & pixel,$4.99 ,0,2,0,silver wish games,2010.10.6
257850,hyper light drifter,$19.99 ,0,3,84,heart machine,2016.3.31
61700,might & magic: clash of heroes,$9.99 ,0,3,76,capybara games,2011.9.22
96100,defy gravity extended,$1.99 ,0,3,0,paul fisch,2016.3.18
259780,nimble quest,$4.99 ,0,3,0,,2013.12.6
338960,rescue team,$4.99 ,0,3,0,alawar entertainment,2011.5.5
294690,putt-puttxae joins the circus,$6.99 ,0,2,0,humongous entertainment,2000.12.31
320410,near impact,$9.99 ,0,0,0,sonalysts combat simulations,2014.9.16
230840,daylight,$9.99 ,0,0,51,zombie studios,2014.4.29
325300,bearzerkers,$12.99 ,1,0,0,wildgrass,2015.10.23
227780,serious sam classics: revolution,$9.99 ,1,3,0,croteam.alligator pit,2014.4.30
387610,the basement,$1.99 ,0,0,0,,2015.5.15
501970,phantasmagoria 2: a puzzle of flesh,$5.99 ,0,2,0,sierra,1996.12.3
449560,space ranger ask,$8.99 ,0,0,0,the mojo collective.ian frank productions,2016.8.25
350080,wolfenstein: the old blood,$19.99 ,0,3,76,machinegames,2015.5.4
282400,superpower 2 steam edition,$9.99 ,0,2,0,golemlabs,2004.10.11
428110,save halloween: city of witches,$4.99 ,0,0,0,quick click games,2015.10.20
224500,gnomoria,$14.99 ,0,2,0,robotronic games,2016.2.23
294190,a-men 2,$8.99 ,0,0,0,bloober team sa,2015.6.24
307570,a golden wake,$9.99 ,0,0,68,grundislav games,2014.10.9
296010,neonxsz,$14.99 ,0,3,0,intravenous software,2016.2.22
314220,bombing bastards,$9.99 ,0,0,0,sanuk games,2014.12.4
477200,descent: road to legend,,0,3,0,fantasy flight games,2016.6.1
497850,8-bit hordes,$14.99 ,0,3,0,petroglyph,2016.8.12
58550,a game of thrones - genesis,$9.99 ,0,-2,0,cyanide studios,2011.9.29
373860,apothecarium: the renaissance of evil - premium edition,$6.99 ,0,0,0,space monkey international,2015.5.28
431330,dungeons are random,$1.99 ,0,0,0,pixelbug,2016.1.5
505660,the crystal nebula,$1.99 ,0,1,0,,
323040,laserlife,$14.99 ,0,2,0,choice provisions,2015.9.22
288500,black rainbow,$6.99 ,0,0,0,cateia games,2014.4.30
463930,the dweller,$4.99 ,0,3,0,villainous  games,2016.5.19
284140,majestic nights,$4.99 ,0,0,32,epiphany games,2014.10.30
349580,burstfire,,0,0,0,nacho games,2015.9.24
217920,alien rage - unlimited,$19.99 ,0,2,52,ci games,2013.9.24
368570,beat da beat,$1.99 ,0,3,0,2 players,2016.3.10
434020,last hope - tower defense,$8.99 ,0,3,0,je software,2016.4.13
342260,nevermind,$19.99 ,0,2,0,,
32750,comanche 4,$9.99 ,0,3,74,novalogic,2001.11.15
259890,agricultural simulator: historical farming,$9.99 ,0,-3,0,actalogic,2012.5.25
354680,adventures of bertram fiddle: episode 1: a dreadly business,$5.99 ,0,3,0,rumpus,2015.4.2
283330,desert thunder,$9.99 ,0,0,0,brainbox games.hip games,2003.11.19
412670,bullet heaven 2,$11.99 ,0,3,0,matt roszak,2015.12.7
364940,pony world 3,$4.99 ,0,2,0,rhema press,2015.4.27
291390,three dead zed,$5.99 ,0,0,0,gentleman squid studio,2014.7.7
396310,masochisia,$7.99 ,0,3,68,oldblood,2015.10.9
522590,near midnight,$0.99 ,0,-2,0,indie dynamics,2016.12.15
283100,colonies online,$14.99 ,1,-2,0,iron bit,2014.5.1
215690,zeno clash 2,$14.99 ,0,2,0,ace team,2013.4.30
321830,cavern kings,$9.99 ,1,2,0,vine,2014.9.30
376140,saga,,0,0,61,silverlode interactive.wasatch games,2008.3.7
430290,shmups skill test u30b7u30e5u30fcu30c6u30a3u30f3u30b0u6280u80fdu691cu5b9a,$4.99 ,0,1,0,triangle service,2016.6.9
347690,natural soccer,$9.99 ,0,0,0,thorsten schleinzer,2015.2.2
460700,song of the deep,$14.99 ,0,3,71,insomniac games,2016.7.12
384750,everest vru2122,$14.99 ,0,0,0,,
253610,wrack,$9.99 ,0,2,0,final boss entertainment,2014.9.30
448560,mind games,$2.99 ,0,0,0,ak games,2016.3.4
492510,rwby: volume 3,$3.99 ,0,1,0,,2016.5.3
365190,tastee: lethal tactics,$14.99 ,0,3,0,skybox labs,2016.5.10
263300,blazblue: calamity trigger,$9.99 ,0,3,0,arc system works,2014.2.13
6060,star wars: battlefront 2 (classic. 2005),$9.99 ,0,3,78,pandemic studios,2005.11.1
311250,doorways: the underworld,$9.99 ,0,0,0,saibot studios,2014.9.17
367550,rugby league team manager 2015,$19.99 ,0,0,0,alternative software ltd,2015.6.19
279480,abalone,$4.99 ,0,0,0,games up,2014.4.23
317320,nelly cootalot: the fowl fleet,$19.99 ,0,1,81,alasdair beckett-king.application systems heidelberg,2016.3.22
276890,fate: undiscovered realms,$7.99 ,0,3,0,wildtangent,2008.8.8
461880,hyposphere,$2.99 ,0,-2,0,atum software,2016.5.5
444250,crown and council,,0,0,0,mojang,2017.1.27
370540,gary grigsbys war in the east,$79.99 ,0,3,0,2by3 games,2010.12.7
393770,benji challenges,$7.99 ,0,0,0,tribeflame,2016.3.24
317610,prophour23,$9.99 ,0,0,0,the secret pie,2014.10.22
202670,nancy drewxae: alibi in ashes,$6.99 ,0,1,0,her interactive,2011.11.2
214130,aerofly fs 1 flight simulator,$9.99 ,0,0,0,ipacs,2012.10.17
385630,cosmic rocket defender,$4.99 ,0,0,0,alien sync interactive,2015.7.17
283450,zooloretto,$4.99 ,0,0,0,witan game production house,2011.11.1
2990,flatout 2u2122,$9.99 ,0,3,76,bugbear entertainment,2006.8.1
462400,slide ride arcade,$4.99 ,1,0,0,zerobit games,2016.6.15
394510,helldiversu2122,$19.99 ,0,3,83,arrowhead game studios,2015.12.7
211500,raceroom racing experience,$160.91 ,0,0,0,sector3 studios,2013.2.12
450650,polyology,$4.99 ,0,1,0,gridlock interactive,2016.3.28
313620,the terminal 2,$4.99 ,0,-2,0,framelinenetwork kft.,2014.8.8
253710,thehunter classic,,0,0,0,expansive worlds.avalanche studios,2014.6.3
469730,super mega neo pug,$0.99 ,0,3,0,snowflame.back to basics gaming,2016.5.11
346160,barter empire,$4.99 ,0,0,0,mayhem games usa,2015.2.6
321610,demonlisher,$4.99 ,0,1,0,brain bombers,2011.1.1
366620,broken bots,$6.99 ,0,0,0,bunnycopter,2016.6.7
501920,totem,$3.99 ,0,-1,0,grizlikyt,2016.8.30
333330,song of the myrne: what lies beneath,$4.99 ,0,3,0,beldarak games,2015.1.13
251690,speedball 2 hd,$9.99 ,0,0,53,vivid games,2013.12.5
457450,defend your crypt,$2.99 ,0,0,0,ratalaika games s.l.,2016.7.21
347240,challenge of the five realms: spellbound in the world of nhagardia,$6.99 ,0,0,0,microprose software. inc,1992.1.1
3570,mystery p.i.u2122 - the new york fortune,$4.99 ,0,0,0,spintop games,2009.1.14
285580,ace - arena: cyber evolution,$189.96 ,1,0,0,spearhead games,2014.8.18
456570,muv-luv vr,,0,0,0,,
526460,kickhim,$2.99 ,0,0,0,pokshevanov pavel,2016.9.10
25800,europa universalis iii complete,$14.99 ,0,3,83,paradox development studio,2007.1.23
517700,custom town,$0.99 ,1,0,0,christian merz,2016.8.24
326460,shellshock live,$6.99 ,1,3,0,kchamp games,2015.3.11
468490,neon space,$0.99 ,0,3,0,just1337 studio,2016.5.12
447180,my secret pets!,$15.99 ,0,0,0,dogenzaka lab,2016.5.10
425600,the order of the thorne - the kings challenge,$9.99 ,0,1,71,infamous quests,2016.1.26
404480,sc2vn - the esports visual novel,,0,3,0,team eleven eleven,2015.9.7
424060,the glow,$3.99 ,0,-2,0,brainwashing games,2015.12.10
325370,nova-111,$8.99 ,0,2,68,funktronic labs,2015.8.25
292410,street racing syndicate,$9.99 ,0,3,0,eutechnyx,2005.1.8
48150,voodoo dice,$4.99 ,0,0,0,exkee,2010.7.15
431470,inside the code,$6.99 ,1,0,0,cpsoft,2016.1.8
404820,ragdoll runners,$4.99 ,0,3,0,samuel manier,2016.7.13
236110,dungeon defenders ii,,0,2,0,trendy entertainment,2017.6.20
22130,hearts of iron 2 complete,$14.99 ,0,3,83,paradox development studio,2006.1.6
402000,the room of black & white,$4.99 ,0,0,0,studio wonderkey,2015.12.18
47810,dragon age: origins - ultimate edition,$29.99 ,0,3,91,bioware,2010.10.26
369040,yargis - space melee,$9.99 ,0,0,0,plazsoft,2015.6.30
385060,the last warlock,$5.99 ,0,1,0,sonic sloth,2015.8.24
301970,screencheat,$14.99 ,0,3,71,samurai punk,2014.10.21
340030,dungeon of gain,$4.99 ,0,-1,0,defroids team,2016.6.23
359450,in space we brawl,$8.99 ,0,0,0,forge reply srl,2015.7.17
40720,samorost 2,$4.99 ,0,3,0,amanita design,2009.12.10
292990,nobunagas ambition: souzou (traditional chinese version),$24.99 ,0,3,0,koei tecmo games co.. ltd.,
287920,mortal online,,0,0,0,star vault ab,2015.8.31
404860,inside me,$7.99 ,0,0,0,snowbitegames,2015.9.29
456040,princess.loot.pixel.again soundtrack,$0.99 ,0,0,0,efimovmax,2016.3.21
394990,habitus,$2.99 ,0,0,0,frozenen,2016.1.29
300510,them - the summoning,$4.99 ,0,0,0,gamatic,2014.5.16
24720,sporeu2122 galactic adventures,$19.99 ,0,2,70,ea - maxis,2009.6.23
207140,speedrunners,$14.99 ,0,3,84,doubledutch games,2016.4.19
31930,nancy drewxae: the white wolf of icicle creek,$6.99 ,0,1,73,her interactive,2007.7.1
358700,3d bridges,$9.99 ,0,-2,0,robert dahlenburg,2015.3.24
502550,strike.is: the game,,0,2,0,freakinware limited,2016.7.14
245300,disney epic mickey 2:  the power of two,$19.99 ,0,0,0,junction point,2012.11.18
17100,children of the nile: enhanced edition,$7.99 ,0,3,75,tilted mill entertainment. inc.,2008.7.2
223410,perpetuum,$9.99 ,0,0,0,avatar creations,2014.10.17
514520,sparkys hunt,$0.99 ,0,0,0,luke cripps,2016.8.18
410430,morphine,$2.99 ,0,2,0,kerim kumbasar,2015.10.26
291770,the last crown: midnight horror,$4.99 ,0,3,0,darkling room,2015.10.29
493920,nevermine,$14.99 ,0,0,0,torn banner studios,2016.7.26
366780,magical eyes - red is for anguish,$14.99 ,0,1,77,pomera studios,2016.3.30
527510,the legions of rome,$2.99 ,0,-2,0,the tambourine,2016.9.16
269990,infinite space iii: sea of stars,$9.99 ,0,2,0,digital eel,2015.10.29
450050,yon paradox,$2.99 ,0,0,0,,
440790,spellbind : luppes tale,$2.99 ,0,0,0,spider key games,2016.3.4
280320,adventurer manager,$4.99 ,0,0,0,vigilant addiction studios,2014.12.4
299260,commando jack,$9.99 ,0,2,0,colossal games,2014.8.22
413150,stardew valley,$14.99 ,0,4,89,concernedape,2016.2.26
